customer_id,monthly_revenue,customer_lifespan_months,customer_lifetime_value,segment
5270,9078,50,453900,High Value
1492,6779,51,345729,Low Value
5361,2607,19,49533,High Value
19910,3253,3,9759,Low Value
27577,7573,8,60584,Mid Value
20891,1239,31,38409,Mid Value
19279,3600,38,136800,Mid Value
2391,8697,33,287001,High Value
25730,8495,30,254850,Low Value
24470,4255,50,212750,High Value
29720,415,38,15770,Mid Value
4645,1453,48,69744,Low Value
25627,4869,23,111987,Low Value
7278,8763,37,324231,Low Value
14619,8991,59,530469,Mid Value
8012,3784,37,140008,Low Value
14255,3734,16,59744,High Value
16812,895,52,46540,High Value
9727,4633,57,264081,Low Value
15856,242,6,1452,High Value
2300,4027,34,136918,Mid Value
4379,3195,14,44730,Low Value
4430,3049,48,146352,Mid Value
16121,1031,42,43302,Mid Value
1161,7743,53,410379,Low Value
1456,9753,51,497403,High Value
5896,5306,33,175098,Low Value
18958,8096,18,145728,Mid Value
1349,9911,2,19822,Low Value
13062,1318,6,7908,High Value
27109,6819,12,81828,Low Value
14336,2192,11,24112,High Value
1127,9139,9,82251,High Value
24644,4517,19,85823,Low Value
28394,6109,44,268796,Mid Value
12297,8381,24,201144,Low Value
17420,5101,9,45909,Low Value
28144,9735,58,564630,High Value
5741,5886,45,264870,Mid Value
23689,768,34,26112,Low Value
26983,784,1,784,High Value
10267,1275,7,8925,High Value
21163,5486,57,312702,Mid Value
29024,4326,43,186018,High Value
7339,5972,8,47776,Low Value
12323,7298,22,160556,Mid Value
6829,2005,38,76190,Mid Value
12888,3766,57,214662,Low Value
29148,4787,20,95740,High Value
1604,1780,53,94340,Mid Value
27278,6359,41,260719,High Value
6069,7091,28,198548,High Value
13524,220,14,3080,High Value
18966,7313,58,424154,High Value
1955,7567,11,83237,High Value
12804,9201,37,340437,Mid Value
10544,8263,45,371835,High Value
7483,6541,47,307427,Low Value
12079,3307,9,29763,Low Value
28655,8059,58,467422,Low Value
12845,4213,15,63195,High Value
22080,4600,16,73600,High Value
868,3171,46,145866,High Value
19412,1875,43,80625,Mid Value
9117,2846,27,76842,Low Value
15543,422,32,13504,High Value
22204,2731,5,13655,Low Value
24505,2780,27,75060,High Value
16678,8456,3,25368,High Value
468,2207,47,103729,Low Value
21238,1902,13,24726,High Value
13987,4878,22,107316,Mid Value
17825,2965,48,142320,Low Value
215,1474,1,1474,Mid Value
11969,8849,34,300866,High Value
48,551,47,25897,Mid Value
9909,5851,5,29255,Mid Value
10318,323,43,13889,High Value
9712,2850,13,37050,Low Value
29027,9030,6,54180,Low Value
16015,8990,38,341620,Mid Value
24698,1788,59,105492,Low Value
407,3328,43,143104,Mid Value
19227,5398,1,5398,High Value
15960,880,45,39600,High Value
22419,4993,34,169762,High Value
2716,9604,2,19208,Low Value
7182,5198,40,207920,High Value
11300,8512,37,314944,Mid Value
26219,1372,57,78204,Mid Value
8408,4360,45,196200,Low Value
14998,2963,6,17778,Mid Value
27087,2587,26,67262,Low Value
16700,5268,43,226524,Low Value
8482,9756,31,302436,Low Value
27618,731,33,24123,Low Value
15930,4510,31,139810,Mid Value
18956,930,27,25110,High Value
17864,6867,40,274680,Mid Value
25217,2229,45,100305,Mid Value
23894,9204,56,515424,Mid Value
18808,4318,31,133858,High Value
17852,3652,32,116864,Mid Value
5374,7280,52,378560,Low Value
5427,8796,4,35184,Mid Value
26813,8539,36,307404,High Value
6915,3591,59,211869,Low Value
24931,9691,16,155056,Mid Value
23000,7874,26,204724,High Value
24531,7732,10,77320,High Value
13608,9710,40,388400,Low Value
10769,1804,45,81180,High Value
14324,5554,6,33324,High Value
10174,2956,49,144844,Mid Value
8047,8683,6,52098,High Value
15117,6599,45,296955,High Value
13458,616,17,10472,Low Value
7913,1313,12,15756,Low Value
5152,5391,15,80865,High Value
16069,4816,31,149296,High Value
14343,4539,37,167943,Mid Value
25455,5732,8,45856,Mid Value
1989,1269,30,38070,High Value
3888,444,8,3552,High Value
28180,1628,34,55352,High Value
19391,1916,35,67060,Mid Value
22217,9188,36,330768,Low Value
16791,8596,15,128940,Mid Value
20887,7320,47,344040,Low Value
1599,6458,14,90412,Mid Value
19671,3655,1,3655,Low Value
1051,9647,22,212234,Mid Value
1443,8733,9,78597,Low Value
9509,3308,31,102548,High Value
5924,8001,6,48006,Mid Value
22348,7440,8,59520,Mid Value
20527,8688,3,26064,Mid Value
18977,9125,45,410625,High Value
20406,9642,19,183198,High Value
7704,8383,37,310171,High Value
24282,6614,1,6614,Mid Value
9396,643,12,7716,High Value
24379,631,12,7572,Mid Value
22092,7297,53,386741,Low Value
10399,3933,37,145521,Low Value
13663,5901,12,70812,High Value
9955,887,8,7096,Mid Value
6854,1429,54,77166,Mid Value
9520,8819,46,405674,Low Value
13638,3434,6,20604,Low Value
15478,9236,21,193956,Low Value
12594,8974,12,107688,High Value
856,2248,47,105656,Mid Value
21195,8410,22,185020,Mid Value
3611,935,42,39270,Low Value
17279,6567,56,367752,Low Value
6461,2441,39,95199,High Value
16334,7652,17,130084,Mid Value
14263,5914,6,35484,High Value
27834,4462,10,44620,Mid Value
23297,4962,23,114126,Mid Value
24382,5114,3,15342,Mid Value
21152,8629,12,103548,Mid Value
20228,6226,3,18678,Mid Value
6084,9173,20,183460,Mid Value
608,7024,28,196672,Low Value
23888,6882,23,158286,High Value
9207,1861,36,66996,Low Value
1418,8369,23,192487,Low Value
16860,7937,44,349228,Mid Value
6865,2692,12,32304,Mid Value
4273,7518,34,255612,High Value
14833,4923,34,167382,High Value
29059,4565,9,41085,High Value
18891,2053,31,63643,Mid Value
25342,8473,54,457542,Mid Value
4958,566,3,1698,High Value
18350,7327,5,36635,Low Value
22498,5266,20,105320,High Value
26557,5289,8,42312,Low Value
28656,497,30,14910,Low Value
18163,639,49,31311,High Value
23877,8095,20,161900,Mid Value
28805,3932,30,117960,High Value
4137,8369,20,167380,High Value
17274,6735,30,202050,Mid Value
23345,2803,56,156968,Low Value
9323,5891,59,347569,Mid Value
5471,5112,48,245376,Mid Value
26784,7116,5,35580,Mid Value
20811,1545,56,86520,High Value
21106,6492,40,259680,High Value
11209,2969,51,151419,Mid Value
3078,9664,4,38656,Mid Value
25660,6130,53,324890,Low Value
23990,2382,13,30966,Low Value
17756,1722,55,94710,High Value
6363,6111,7,42777,Low Value
29444,805,4,3220,High Value
3757,2285,24,54840,Mid Value
19831,8111,8,64888,Low Value
12589,4264,45,191880,High Value
25540,489,24,11736,High Value
22700,2920,34,99280,Mid Value
16983,4209,4,16836,Mid Value
13963,8554,2,17108,Mid Value
20657,6379,11,70169,Mid Value
9544,7954,55,437470,Low Value
17229,7593,6,45558,Low Value
7330,1648,1,1648,Low Value
9539,3477,38,132126,High Value
1840,6030,48,289440,Mid Value
26750,1217,29,35293,High Value
16337,784,9,7056,High Value
14225,1036,47,48692,High Value
18161,7759,26,201734,Mid Value
18124,1343,52,69836,Low Value
28940,4867,47,228749,Low Value
27874,1393,56,78008,High Value
17105,7767,56,434952,Low Value
12597,456,35,15960,Low Value
7973,5825,56,326200,Low Value
6514,1568,21,32928,Low Value
245,7274,40,290960,Low Value
5687,4020,26,104520,Low Value
7425,7935,38,301530,High Value
20624,2573,52,133796,High Value
16720,9532,24,228768,Mid Value
25717,8921,55,490655,High Value
21203,5352,44,235488,Low Value
2572,8358,17,142086,Low Value
25771,762,37,28194,Mid Value
11898,2498,3,7494,High Value
27615,9302,1,9302,High Value
18673,2082,55,114510,Mid Value
27932,2955,40,118200,Mid Value
7165,7539,8,60312,Mid Value
29254,2961,6,17766,Low Value
10264,5274,32,168768,Mid Value
25894,9233,28,258524,High Value
13508,1548,34,52632,Mid Value
16828,4848,46,223008,Mid Value
6005,4615,7,32305,Mid Value
9969,1023,24,24552,Mid Value
1897,2588,41,106108,High Value
26564,7667,32,245344,Low Value
19746,2249,25,56225,High Value
1715,8490,26,220740,Low Value
11549,8971,54,484434,High Value
2322,5046,26,131196,High Value
23916,9384,21,197064,Mid Value
27407,9552,46,439392,Mid Value
27621,9406,44,413864,Mid Value
10794,2345,6,14070,Mid Value
28598,2039,41,83599,Low Value
28090,800,3,2400,Low Value
19371,8437,26,219362,High Value
19866,306,39,11934,Mid Value
28763,3957,2,7914,Mid Value
6337,214,34,7276,High Value
3197,481,58,27898,High Value
17569,3770,34,128180,Mid Value
9358,9697,52,504244,Mid Value
10130,1606,47,75482,Low Value
28768,7223,20,144460,Low Value
1710,1747,17,29699,High Value
4221,6911,58,400838,Low Value
22953,5961,16,95376,Low Value
4805,8822,51,449922,Low Value
1389,7750,48,372000,Low Value
13589,9502,22,209044,Low Value
2897,5106,21,107226,Mid Value
2020,7324,7,51268,Mid Value
21915,4600,2,9200,Low Value
19581,7106,37,262922,Mid Value
27209,4796,44,211024,High Value
25439,6939,34,235926,Low Value
26629,8107,22,178354,Low Value
19663,7474,18,134532,High Value
19122,7830,42,328860,Low Value
6061,907,20,18140,Mid Value
18767,6931,31,214861,High Value
22419,2088,29,60552,Mid Value
21822,2098,54,113292,Mid Value
17187,3854,40,154160,Low Value
22593,5284,41,216644,Low Value
12819,7406,54,399924,Mid Value
289,1100,28,30800,High Value
16420,7449,45,335205,Mid Value
4541,1118,56,62608,High Value
14867,6442,45,289890,High Value
3412,219,32,7008,Low Value
5312,6523,37,241351,High Value
28335,7534,9,67806,Mid Value
4809,6714,26,174564,Mid Value
23394,685,57,39045,High Value
15978,9799,39,382161,Low Value
25156,7327,45,329715,Low Value
23384,3788,45,170460,Mid Value
22688,1410,2,2820,High Value
12129,3230,44,142120,Low Value
2385,9073,47,426431,High Value
4486,5052,44,222288,Low Value
516,8414,6,50484,High Value
1031,7452,31,231012,Mid Value
10777,8849,8,70792,Low Value
27723,9200,29,266800,Low Value
28264,3428,57,195396,High Value
24813,2011,39,78429,High Value
20958,9178,54,495612,Mid Value
9930,4221,10,42210,Low Value
2611,6104,25,152600,Low Value
17529,5118,32,163776,High Value
10977,9481,5,47405,Low Value
29332,1465,56,82040,Low Value
11634,738,48,35424,Mid Value
29278,2227,2,4454,Mid Value
13459,7762,12,93144,Low Value
22617,3846,19,73074,Mid Value
23993,7817,50,390850,Low Value
23396,2785,16,44560,Low Value
4673,9749,20,194980,Low Value
8282,4733,30,141990,Mid Value
18160,8931,13,116103,Low Value
412,2910,16,46560,Low Value
16136,3645,2,7290,Mid Value
20063,1348,43,57964,Low Value
5534,9171,40,366840,Low Value
2945,4314,49,211386,Mid Value
1008,2877,48,138096,High Value
3725,9853,49,482797,Low Value
20551,5300,59,312700,Low Value
26267,2429,27,65583,High Value
29939,6139,17,104363,High Value
18095,7055,35,246925,Low Value
13086,4342,39,169338,Low Value
11821,6113,59,360667,Low Value
28567,9690,19,184110,Low Value
16473,607,55,33385,Mid Value
9393,3457,31,107167,High Value
4486,6932,8,55456,Low Value
24785,8937,9,80433,Low Value
20154,8902,47,418394,Low Value
12563,8557,3,25671,High Value
26174,7042,44,309848,Low Value
13182,2947,8,23576,High Value
23389,5090,20,101800,Mid Value
20497,2538,34,86292,Low Value
16245,5271,40,210840,Low Value
21588,2852,28,79856,High Value
15083,531,14,7434,High Value
1656,7119,37,263403,Low Value
22107,7365,35,257775,High Value
13748,1337,52,69524,High Value
13571,6131,15,91965,High Value
7858,5302,26,137852,Mid Value
5049,1052,45,47340,High Value
27715,9220,39,359580,High Value
12215,350,53,18550,High Value
18794,3762,50,188100,Low Value
23156,1476,49,72324,Low Value
4594,5271,3,15813,Low Value
24086,8155,13,106015,Mid Value
3007,3918,51,199818,High Value
25032,7525,59,443975,High Value
24438,5118,8,40944,Mid Value
11860,5062,52,263224,Mid Value
26509,3813,43,163959,High Value
5221,2133,18,38394,Mid Value
10405,922,56,51632,High Value
17813,8937,48,428976,Low Value
26375,4314,57,245898,Mid Value
24216,6142,1,6142,Mid Value
3984,2714,21,56994,High Value
7267,9228,29,267612,Low Value
14215,1759,39,68601,Mid Value
17095,955,42,40110,Low Value
23883,9915,22,218130,High Value
21934,5199,52,270348,High Value
4823,8208,55,451440,Mid Value
15077,7625,29,221125,High Value
28795,2297,47,107959,High Value
9710,9321,56,521976,Low Value
1593,7751,25,193775,Mid Value
73,5800,59,342200,Mid Value
7270,7347,50,367350,High Value
9874,6475,36,233100,Mid Value
20882,1478,48,70944,Mid Value
5401,8518,28,238504,Low Value
11475,5221,46,240166,Low Value
6918,4181,15,62715,Low Value
6328,4911,42,206262,High Value
9443,2460,54,132840,High Value
2127,7220,31,223820,Mid Value
1042,6870,49,336630,Low Value
3428,6931,53,367343,High Value
27195,2201,11,24211,Low Value
11588,844,5,4220,High Value
25311,2867,55,157685,Low Value
10582,2987,51,152337,High Value
16952,9691,16,155056,Low Value
26782,965,49,47285,Mid Value
4822,4791,43,206013,High Value
26299,1147,36,41292,Low Value
13994,7186,2,14372,Low Value
12184,4389,29,127281,High Value
18547,628,17,10676,Low Value
11419,8101,47,380747,Low Value
22296,1059,18,19062,High Value
20006,1987,7,13909,High Value
13786,5909,45,265905,High Value
5804,9636,11,105996,Mid Value
13943,1548,30,46440,Low Value
2255,1034,56,57904,Mid Value
20739,3011,4,12044,Mid Value
9221,2306,36,83016,Low Value
13353,9274,30,278220,Low Value
21242,5978,17,101626,Low Value
20024,7886,54,425844,Mid Value
3242,4987,22,109714,High Value
17321,9630,20,192600,Low Value
7942,2195,11,24145,Low Value
29201,675,40,27000,Low Value
9414,2910,48,139680,High Value
29368,6645,52,345540,Mid Value
7007,5093,58,295394,Low Value
3108,3216,40,128640,Mid Value
11804,5447,36,196092,High Value
25379,9500,2,19000,Low Value
2137,6621,34,225114,Low Value
19098,947,9,8523,Mid Value
937,1131,34,38454,High Value
9596,9119,15,136785,Mid Value
26723,3558,4,14232,High Value
14028,4911,28,137508,Mid Value
10849,3953,37,146261,Low Value
11916,8138,1,8138,High Value
19212,1219,46,56074,High Value
29652,1506,9,13554,Mid Value
7801,7773,19,147687,Mid Value
18474,4950,35,173250,Low Value
29383,4908,13,63804,High Value
25911,6480,31,200880,High Value
22415,845,22,18590,Low Value
25902,7576,52,393952,Low Value
14444,9841,23,226343,Mid Value
23868,8966,21,188286,Mid Value
3952,9528,15,142920,High Value
21847,2584,9,23256,High Value
5582,9741,4,38964,Mid Value
18234,9066,48,435168,High Value
9537,3055,12,36660,Mid Value
23094,3522,9,31698,High Value
84,8728,45,392760,High Value
19376,4833,25,120825,Mid Value
26940,6458,34,219572,Mid Value
8207,6978,1,6978,Low Value
22316,1011,14,14154,Mid Value
29876,7630,30,228900,Mid Value
24361,367,33,12111,High Value
29756,548,56,30688,Mid Value
17294,4477,57,255189,High Value
2078,6925,15,103875,Low Value
10093,8799,23,202377,High Value
8448,8797,31,272707,High Value
3660,6060,54,327240,High Value
21471,8757,31,271467,Low Value
3345,7797,51,397647,Mid Value
20661,3101,47,145747,Low Value
13464,1094,59,64546,High Value
16798,1579,2,3158,High Value
589,5236,19,99484,Low Value
9837,7685,57,438045,High Value
1456,4360,52,226720,Low Value
13707,5778,15,86670,High Value
27911,8039,25,200975,Mid Value
15122,1216,39,47424,High Value
3178,8046,15,120690,High Value
26162,8463,3,25389,High Value
11408,2376,6,14256,High Value
27350,9035,36,325260,Low Value
20492,884,34,30056,High Value
24151,966,32,30912,Mid Value
28121,9023,23,207529,Low Value
12020,6071,39,236769,High Value
27792,1883,59,111097,High Value
26476,2188,12,26256,High Value
19607,4136,20,82720,Low Value
3232,1229,4,4916,Low Value
16744,1078,25,26950,Low Value
4932,2851,19,54169,High Value
29454,2803,9,25227,Mid Value
13909,7521,9,67689,High Value
13324,9696,32,310272,Low Value
14020,407,25,10175,Mid Value
8361,6409,6,38454,Mid Value
13525,2199,59,129741,Low Value
720,7330,58,425140,Low Value
10575,3434,23,78982,Mid Value
13230,7280,20,145600,High Value
14342,1502,29,43558,Mid Value
25233,2143,48,102864,Low Value
27670,3628,33,119724,Mid Value
9536,5414,18,97452,Low Value
18279,4140,34,140760,High Value
9518,8929,28,250012,High Value
16005,9863,8,78904,High Value
20698,8812,52,458224,Mid Value
15616,7755,18,139590,High Value
5965,9240,14,129360,Low Value
24508,2397,59,141423,Mid Value
3060,4191,50,209550,High Value
29668,1250,20,25000,High Value
12110,4059,45,182655,High Value
17467,5483,8,43864,Mid Value
25342,624,36,22464,High Value
7219,2226,34,75684,High Value
14483,6618,43,284574,High Value
4756,1811,43,77873,High Value
15046,2556,27,69012,High Value
14776,2926,2,5852,Low Value
7025,7559,51,385509,Low Value
23955,6172,41,253052,High Value
11922,1055,49,51695,High Value
18048,2100,24,50400,High Value
23232,3262,22,71764,Low Value
29688,9600,41,393600,Low Value
17283,398,55,21890,High Value
3943,2905,27,78435,Low Value
29316,2755,31,85405,High Value
20178,7210,37,266770,Low Value
4321,7963,38,302594,High Value
5432,290,55,15950,Low Value
27783,6573,7,46011,High Value
23105,8756,41,358996,Mid Value
5390,4492,20,89840,Low Value
6597,4204,19,79876,Low Value
26237,5737,17,97529,Low Value
3685,4804,21,100884,High Value
8328,5794,19,110086,High Value
25371,7195,41,294995,Low Value
7284,6370,46,293020,Low Value
13393,8014,4,32056,High Value
4208,5416,55,297880,Low Value
16293,2427,35,84945,Low Value
29379,4303,46,197938,Mid Value
18844,304,33,10032,Mid Value
10630,2615,54,141210,Mid Value
18406,7350,38,279300,Mid Value
2086,2840,56,159040,Low Value
9707,7476,36,269136,Mid Value
7520,3063,2,6126,Low Value
9434,3302,27,89154,Mid Value
991,5014,55,275770,Low Value
16752,4892,30,146760,Low Value
10181,9546,36,343656,Low Value
25570,5796,47,272412,High Value
13580,1704,53,90312,High Value
24414,8626,30,258780,High Value
5004,9947,24,238728,Low Value
219,6384,53,338352,Mid Value
25979,9809,17,166753,Low Value
20122,4164,14,58296,Low Value
10690,5368,17,91256,Low Value
15787,6993,27,188811,Mid Value
24893,631,34,21454,High Value
15011,4553,5,22765,Mid Value
23880,2057,38,78166,Mid Value
21775,5909,12,70908,Low Value
7948,8357,19,158783,Low Value
11997,3238,39,126282,High Value
11797,920,54,49680,High Value
5684,2266,48,108768,High Value
20551,4409,50,220450,High Value
4622,5667,31,175677,Low Value
15102,2157,49,105693,Low Value
28424,907,53,48071,High Value
7674,5658,43,243294,Low Value
15125,2178,2,4356,Low Value
12286,9605,3,28815,High Value
15991,7016,32,224512,Mid Value
25593,314,1,314,Mid Value
28459,7803,11,85833,Low Value
18850,2405,40,96200,Mid Value
24117,691,43,29713,High Value
3606,6254,25,156350,Low Value
2195,9689,55,532895,Mid Value
2070,7172,9,64548,High Value
18828,3924,53,207972,High Value
27828,5719,11,62909,High Value
13168,1012,46,46552,Mid Value
8961,3055,32,97760,Low Value
23139,2443,33,80619,High Value
1337,8183,30,245490,Mid Value
24622,3559,33,117447,High Value
7696,6700,26,174200,Mid Value
25875,8131,38,308978,High Value
9819,914,50,45700,Low Value
10255,1367,3,4101,High Value
11164,6808,11,74888,High Value
12104,2350,22,51700,Mid Value
747,1677,17,28509,Low Value
22857,3683,39,143637,Mid Value
15091,9939,43,427377,Low Value
26954,9919,26,257894,Low Value
24358,1422,31,44082,Mid Value
3482,8000,43,344000,Low Value
3541,6608,18,118944,High Value
25029,6330,55,348150,Low Value
18962,7994,12,95928,High Value
29353,5826,38,221388,High Value
24231,6785,11,74635,Mid Value
28285,3614,28,101192,Mid Value
