employee_id,training_program,training_hours,completion_status
31592,Compliance,72,Completed
7936,Compliance,8,Completed
43506,Soft Skills,46,Completed
44779,Soft Skills,111,Completed
14208,Soft Skills,30,Completed
6019,Compliance,114,Completed
59151,Technical,29,Completed
29008,Soft Skills,112,Completed
26924,Soft Skills,103,Completed
28781,Compliance,94,Completed
9639,Technical,42,Completed
12867,Technical,116,Completed
45983,Technical,97,Completed
23838,Technical,97,In Progress
27392,Compliance,33,In Progress
44094,Technical,90,Completed
48547,Technical,106,Completed
9089,Technical,25,Completed
59240,Compliance,57,Completed
42128,Soft Skills,26,In Progress
39493,Compliance,44,Completed
16943,Soft Skills,59,Completed
34889,Compliance,77,Completed
28121,Compliance,55,In Progress
40726,Technical,30,Completed
54444,Soft Skills,39,Completed
49563,Soft Skills,112,Completed
58104,Compliance,22,Completed
45308,Soft Skills,35,Completed
55782,Compliance,107,Completed
15658,Leadership,108,In Progress
5845,Soft Skills,69,In Progress
44404,Compliance,100,In Progress
44785,Compliance,53,Completed
30660,Technical,106,In Progress
30171,Compliance,89,Completed
58509,Soft Skills,40,Completed
28595,Leadership,60,Completed
25346,Leadership,116,Completed
42570,Compliance,80,In Progress
51779,Leadership,76,Completed
18768,Compliance,89,Completed
17248,Technical,53,Completed
39973,Leadership,21,In Progress
2489,Soft Skills,86,Completed
36322,Compliance,116,In Progress
11661,Soft Skills,100,Completed
21752,Technical,37,Completed
41880,Compliance,117,Completed
12070,Soft Skills,102,In Progress
34607,Compliance,13,Completed
55331,Leadership,68,In Progress
3509,Compliance,57,In Progress
51282,Leadership,79,In Progress
16892,Compliance,9,In Progress
47321,Compliance,48,Completed
19437,Leadership,5,Completed
36344,Soft Skills,43,In Progress
39997,Compliance,11,In Progress
30628,Compliance,6,Completed
3242,Leadership,115,Completed
9498,Soft Skills,10,Completed
28606,Soft Skills,30,In Progress
7118,Technical,38,Completed
38832,Compliance,41,Completed
28985,Soft Skills,100,Completed
44902,Soft Skills,45,Completed
45648,Compliance,87,Completed
45736,Leadership,92,In Progress
4189,Compliance,70,In Progress
11644,Soft Skills,63,In Progress
18129,Technical,102,Completed
7822,Compliance,27,In Progress
49198,Leadership,67,Completed
38983,Leadership,63,Completed
4419,Soft Skills,30,Completed
9896,Technical,105,Completed
8193,Compliance,41,In Progress
18075,Leadership,95,Completed
56242,Technical,112,Completed
10028,Soft Skills,47,Completed
10687,Leadership,44,In Progress
29745,Technical,114,In Progress
19663,Compliance,8,Completed
22493,Soft Skills,101,Completed
8688,Technical,98,In Progress
40445,Soft Skills,18,Completed
4241,Soft Skills,40,Completed
37644,Technical,69,Completed
18316,Leadership,93,Completed
40793,Leadership,10,In Progress
27281,Soft Skills,4,Completed
41889,Leadership,80,Completed
58397,Compliance,6,Completed
31085,Compliance,106,Completed
2108,Soft Skills,81,In Progress
49790,Technical,85,Completed
29277,Compliance,71,Completed
9459,Soft Skills,26,Completed
53833,Compliance,41,Completed
8701,Technical,21,Completed
18409,Compliance,64,In Progress
25081,Compliance,10,In Progress
47948,Soft Skills,65,Completed
34575,Technical,112,Completed
516,Compliance,56,Completed
43907,Technical,107,Completed
15066,Leadership,51,Completed
37960,Leadership,6,Completed
53809,Soft Skills,110,Completed
1755,Compliance,49,Completed
17547,Compliance,32,Completed
34457,Leadership,118,In Progress
58339,Technical,38,Completed
3384,Compliance,91,Completed
32706,Leadership,89,Completed
23736,Leadership,47,Completed
41008,Compliance,46,In Progress
44179,Technical,32,Completed
52554,Leadership,51,Completed
13240,Soft Skills,19,Completed
20595,Leadership,106,Completed
9906,Leadership,32,Completed
26063,Soft Skills,31,Completed
45814,Soft Skills,119,Completed
3412,Leadership,52,In Progress
39396,Technical,31,Completed
18415,Compliance,34,In Progress
48244,Technical,32,Completed
55042,Soft Skills,74,In Progress
16738,Technical,31,Completed
26626,Leadership,66,Completed
54020,Compliance,77,In Progress
37533,Soft Skills,27,Completed
1944,Soft Skills,82,In Progress
53941,Compliance,75,Completed
34546,Technical,8,Completed
34862,Compliance,36,Completed
14350,Soft Skills,61,Completed
39940,Technical,37,Completed
40569,Soft Skills,94,Completed
8832,Soft Skills,25,Completed
2052,Leadership,12,In Progress
43088,Leadership,60,Completed
8309,Leadership,39,Completed
6775,Compliance,60,Completed
58032,Leadership,99,Completed
39092,Soft Skills,40,Completed
18249,Compliance,23,Completed
50873,Soft Skills,57,Completed
26876,Technical,55,Completed
15619,Soft Skills,92,Completed
45725,Leadership,73,Completed
54641,Technical,16,In Progress
46583,Leadership,113,Completed
46040,Leadership,49,Completed
52599,Soft Skills,19,Completed
29438,Technical,45,Completed
52087,Leadership,71,Completed
23222,Soft Skills,104,Completed
24378,Soft Skills,51,Completed
56052,Leadership,57,Completed
7320,Technical,66,Completed
27824,Soft Skills,58,Completed
18496,Soft Skills,67,Completed
36875,Technical,16,Completed
38584,Soft Skills,54,Completed
52662,Technical,118,In Progress
9541,Technical,12,Completed
48412,Compliance,113,Completed
37821,Soft Skills,47,Completed
47054,Technical,9,Completed
2142,Compliance,26,Completed
44090,Soft Skills,37,In Progress
55348,Leadership,104,In Progress
40410,Soft Skills,40,In Progress
27591,Technical,62,Completed
35697,Technical,70,In Progress
38795,Soft Skills,109,In Progress
34390,Leadership,110,Completed
37773,Soft Skills,90,Completed
46430,Leadership,68,Completed
47409,Technical,102,Completed
48465,Leadership,19,Completed
18837,Compliance,64,Completed
44734,Leadership,82,Completed
22253,Compliance,24,Completed
17938,Leadership,28,In Progress
25943,Leadership,10,In Progress
59694,Leadership,114,In Progress
135,Soft Skills,43,Completed
54715,Soft Skills,13,In Progress
11347,Compliance,48,Completed
2519,Technical,57,In Progress
58194,Leadership,59,In Progress
41845,Soft Skills,14,In Progress
16299,Technical,98,In Progress
45426,Technical,84,Completed
17464,Technical,113,Completed
4979,Compliance,50,Completed
21191,Soft Skills,73,In Progress
27773,Soft Skills,97,Completed
37229,Compliance,68,Completed
55319,Soft Skills,109,Completed
32067,Compliance,107,Completed
42461,Compliance,110,In Progress
36202,Leadership,62,Completed
49810,Technical,119,Completed
47360,Soft Skills,86,Completed
58281,Soft Skills,13,Completed
6742,Compliance,119,Completed
19395,Technical,119,In Progress
23828,Technical,38,Completed
26972,Soft Skills,87,Completed
6860,Leadership,34,Completed
8944,Leadership,56,Completed
32023,Technical,46,Completed
37471,Technical,48,Completed
18673,Soft Skills,102,In Progress
57790,Leadership,55,Completed
58025,Technical,48,In Progress
38364,Compliance,95,Completed
19969,Leadership,55,Completed
35365,Soft Skills,13,Completed
47914,Technical,13,Completed
20492,Leadership,99,In Progress
25042,Leadership,51,Completed
28776,Soft Skills,44,In Progress
54140,Technical,69,Completed
41595,Soft Skills,113,Completed
30198,Technical,13,In Progress
38704,Leadership,48,In Progress
4008,Compliance,99,Completed
49597,Technical,67,Completed
41797,Technical,10,Completed
19404,Leadership,33,In Progress
47081,Leadership,50,In Progress
38080,Technical,79,In Progress
15919,Soft Skills,16,In Progress
26541,Compliance,109,Completed
34185,Leadership,29,In Progress
27934,Technical,82,Completed
48917,Soft Skills,35,Completed
29703,Compliance,113,Completed
39528,Technical,59,Completed
43356,Leadership,78,In Progress
2668,Technical,79,In Progress
15714,Soft Skills,51,In Progress
34419,Technical,79,In Progress
36674,Compliance,66,In Progress
34082,Leadership,6,Completed
42715,Soft Skills,88,Completed
13822,Compliance,50,In Progress
57704,Soft Skills,27,Completed
43207,Soft Skills,85,Completed
53467,Technical,27,Completed
25235,Soft Skills,49,Completed
58968,Technical,112,Completed
9360,Technical,65,Completed
37147,Technical,102,In Progress
16711,Compliance,92,Completed
17594,Leadership,101,Completed
44214,Leadership,94,Completed
42566,Soft Skills,95,Completed
39442,Compliance,118,In Progress
43214,Technical,112,Completed
41420,Technical,25,Completed
35723,Soft Skills,50,Completed
22280,Compliance,49,In Progress
2507,Leadership,82,In Progress
13785,Compliance,41,In Progress
22351,Technical,87,In Progress
19873,Technical,97,Completed
18693,Compliance,119,Completed
22874,Soft Skills,94,In Progress
12208,Compliance,71,In Progress
3713,Soft Skills,69,In Progress
35309,Technical,18,Completed
55874,Soft Skills,81,Completed
14431,Compliance,99,In Progress
58727,Technical,53,Completed
46426,Technical,88,Completed
7493,Leadership,35,Completed
33428,Technical,51,Completed
10360,Soft Skills,104,Completed
5434,Soft Skills,75,Completed
52971,Soft Skills,114,In Progress
18233,Technical,57,Completed
51760,Soft Skills,102,Completed
51283,Soft Skills,118,In Progress
49680,Technical,36,Completed
6964,Technical,46,In Progress
40209,Soft Skills,8,In Progress
50483,Compliance,63,Completed
18036,Soft Skills,37,Completed
26759,Technical,111,Completed
12095,Compliance,30,Completed
13665,Compliance,93,Completed
29130,Soft Skills,4,Completed
14704,Technical,75,In Progress
43298,Soft Skills,9,Completed
36741,Soft Skills,37,Completed
58151,Technical,45,Completed
9077,Soft Skills,118,Completed
30198,Compliance,107,Completed
53945,Leadership,24,Completed
29,Leadership,31,Completed
2179,Soft Skills,53,In Progress
4786,Leadership,25,Completed
26688,Compliance,79,Completed
22981,Soft Skills,95,Completed
19121,Leadership,111,Completed
34313,Soft Skills,77,Completed
13687,Compliance,73,Completed
34407,Leadership,71,In Progress
51386,Soft Skills,102,In Progress
23222,Technical,55,Completed
9405,Compliance,86,In Progress
29872,Compliance,32,Completed
3840,Leadership,22,Completed
3449,Technical,75,Completed
40959,Soft Skills,115,Completed
548,Compliance,53,Completed
47745,Compliance,115,Completed
3829,Technical,88,In Progress
19575,Soft Skills,116,Completed
54844,Compliance,18,Completed
35669,Technical,19,In Progress
45059,Leadership,90,Completed
46095,Compliance,47,Completed
14680,Soft Skills,60,In Progress
24609,Soft Skills,25,Completed
37049,Compliance,70,In Progress
13716,Leadership,102,Completed
55550,Soft Skills,75,Completed
28445,Soft Skills,10,Completed
10689,Leadership,109,Completed
44552,Soft Skills,87,Completed
59546,Technical,44,Completed
35052,Soft Skills,17,Completed
10127,Compliance,101,In Progress
48138,Technical,30,Completed
30737,Technical,34,Completed
35424,Compliance,119,In Progress
42171,Technical,92,Completed
18246,Technical,48,Completed
55854,Technical,48,Completed
3117,Technical,105,Completed
9907,Compliance,8,Completed
15985,Technical,57,Completed
1957,Compliance,57,Completed
14936,Technical,81,Completed
27901,Technical,80,Completed
14805,Technical,118,Completed
37010,Compliance,73,Completed
8753,Technical,30,In Progress
53441,Compliance,95,Completed
8819,Soft Skills,114,Completed
4436,Leadership,24,Completed
35307,Soft Skills,11,Completed
15931,Leadership,14,Completed
1985,Compliance,10,In Progress
38519,Compliance,113,In Progress
28368,Soft Skills,15,In Progress
3363,Soft Skills,118,Completed
49249,Compliance,12,In Progress
52728,Leadership,114,In Progress
22478,Technical,99,In Progress
14224,Technical,100,Completed
4370,Technical,61,Completed
45656,Technical,54,Completed
35189,Soft Skills,118,Completed
40097,Technical,40,Completed
56045,Compliance,61,Completed
53638,Compliance,91,Completed
12193,Soft Skills,19,In Progress
18533,Soft Skills,118,In Progress
5924,Compliance,38,Completed
22574,Leadership,14,Completed
41133,Compliance,116,Completed
55739,Compliance,58,Completed
16514,Technical,4,In Progress
29089,Leadership,54,Completed
9175,Soft Skills,47,In Progress
46346,Leadership,27,Completed
25057,Leadership,57,In Progress
512,Leadership,11,Completed
36941,Leadership,119,Completed
27756,Compliance,10,Completed
28341,Leadership,39,Completed
44483,Technical,119,Completed
25425,Soft Skills,108,In Progress
44693,Technical,73,Completed
43575,Leadership,36,In Progress
25192,Soft Skills,79,Completed
24289,Compliance,54,Completed
8380,Soft Skills,113,Completed
21547,Compliance,57,Completed
46431,Compliance,14,Completed
32318,Leadership,23,Completed
4783,Technical,48,Completed
23928,Soft Skills,112,Completed
33377,Compliance,98,Completed
33626,Soft Skills,45,In Progress
30200,Compliance,108,Completed
19896,Compliance,8,In Progress
25436,Compliance,105,Completed
44271,Soft Skills,70,Completed
23470,Compliance,66,Completed
16028,Leadership,54,In Progress
45083,Technical,40,Completed
16692,Technical,50,Completed
16917,Compliance,31,Completed
32260,Technical,73,In Progress
18319,Leadership,65,Completed
22190,Soft Skills,91,Completed
9413,Soft Skills,82,In Progress
13636,Technical,117,In Progress
14550,Compliance,107,Completed
10392,Compliance,22,In Progress
18415,Technical,27,Completed
47829,Compliance,107,Completed
24678,Soft Skills,13,In Progress
22856,Leadership,116,In Progress
16833,Soft Skills,11,Completed
15712,Compliance,64,In Progress
1861,Soft Skills,66,Completed
45632,Soft Skills,85,Completed
42910,Leadership,119,In Progress
11196,Soft Skills,92,Completed
2157,Compliance,64,Completed
14615,Soft Skills,40,In Progress
29243,Compliance,53,Completed
26981,Leadership,37,Completed
21081,Technical,90,In Progress
810,Technical,12,In Progress
33223,Soft Skills,19,Completed
46233,Compliance,113,Completed
52189,Leadership,106,Completed
53913,Leadership,71,Completed
55183,Soft Skills,95,Completed
57943,Technical,9,Completed
54503,Leadership,19,In Progress
3852,Compliance,36,Completed
13054,Compliance,12,Completed
38629,Soft Skills,116,In Progress
16127,Compliance,58,In Progress
22928,Leadership,95,Completed
45634,Technical,117,In Progress
20915,Leadership,53,In Progress
50364,Leadership,80,Completed
1581,Compliance,45,Completed
54509,Leadership,25,In Progress
55945,Leadership,87,Completed
35236,Compliance,111,Completed
31885,Leadership,105,In Progress
25820,Soft Skills,7,In Progress
31742,Soft Skills,83,Completed
5685,Technical,48,Completed
2916,Technical,51,Completed
41025,Technical,105,In Progress
20990,Compliance,33,Completed
19034,Technical,99,Completed
23875,Technical,15,Completed
53933,Technical,94,Completed
53897,Leadership,60,Completed
9426,Technical,5,Completed
16621,Soft Skills,74,In Progress
10631,Soft Skills,110,Completed
36954,Technical,5,Completed
23903,Soft Skills,62,In Progress
26139,Leadership,103,Completed
16507,Technical,12,Completed
29937,Leadership,32,Completed
59125,Soft Skills,51,In Progress
15745,Technical,41,Completed
47766,Leadership,5,Completed
14994,Soft Skills,80,Completed
32446,Compliance,40,In Progress
9986,Compliance,114,Completed
11522,Technical,117,Completed
19748,Soft Skills,28,In Progress
36180,Technical,80,Completed
13458,Technical,106,In Progress
46004,Soft Skills,117,In Progress
3426,Leadership,56,Completed
52986,Technical,68,Completed
30467,Technical,38,Completed
17467,Leadership,26,In Progress
20770,Soft Skills,7,Completed
6716,Technical,32,Completed
25236,Compliance,44,Completed
19855,Technical,92,In Progress
124,Technical,118,Completed
4737,Leadership,57,Completed
40421,Leadership,74,Completed
3551,Leadership,81,Completed
21307,Leadership,102,Completed
50658,Technical,86,Completed
9849,Soft Skills,22,Completed
39727,Technical,48,Completed
35651,Technical,4,Completed
4198,Leadership,103,Completed
47157,Soft Skills,75,In Progress
33784,Soft Skills,4,Completed
47108,Compliance,33,Completed
51751,Leadership,18,Completed
44270,Soft Skills,31,Completed
55348,Compliance,39,Completed
2212,Leadership,39,Completed
58205,Technical,63,In Progress
