department,current_headcount,projected_growth_pct,future_headcount
Finance,72,24.36,90.0
Finance,14,24.99,17.0
Finance,217,13.11,245.0
Finance,224,3.08,231.0
Tech,133,23.31,164.0
Sales,30,5.61,32.0
Sales,45,13.49,51.0
Tech,162,1.23,164.0
Tech,58,-6.86,54.0
Sales,53,1.46,54.0
Finance,219,15.98,254.0
Tech,181,20.0,217.0
Finance,175,12.88,198.0
Sales,278,9.95,306.0
Sales,10,-5.4,9.0
Sales,48,21.24,58.0
Sales,63,-7.8,58.0
Tech,142,-4.81,135.0
Sales,55,6.13,58.0
Finance,146,15.55,169.0
HR,280,-2.64,273.0
Finance,45,23.6,56.0
Finance,10,-1.22,10.0
Finance,233,19.99,280.0
Tech,82,-8.09,75.0
Tech,196,0.82,198.0
HR,34,21.8,41.0
Tech,20,3.6,21.0
Sales,88,14.02,100.0
HR,127,-3.76,122.0
Tech,107,19.27,128.0
HR,98,16.14,114.0
Finance,7,-2.4,7.0
Tech,178,6.54,190.0
Tech,167,-3.13,162.0
Finance,246,-5.97,231.0
Sales,89,3.0,92.0
Tech,112,-1.23,111.0
Tech,180,21.77,219.0
HR,45,15.98,52.0
HR,183,13.82,208.0
Tech,180,21.06,218.0
Finance,236,13.46,268.0
Tech,299,-4.76,285.0
Finance,140,20.02,168.0
Finance,240,-1.04,238.0
Finance,117,22.95,144.0
Tech,18,3.87,19.0
Finance,33,1.54,34.0
HR,9,7.58,10.0
HR,254,8.55,276.0
HR,298,24.24,370.0
HR,197,-8.27,181.0
HR,239,5.97,253.0
HR,243,4.41,254.0
Tech,258,-0.53,257.0
HR,233,23.15,287.0
Tech,25,20.22,30.0
HR,191,0.97,193.0
HR,251,6.56,267.0
Finance,18,6.5,19.0
Finance,297,-4.03,285.0
Tech,257,1.2,260.0
Tech,256,17.08,300.0
Sales,126,-3.05,122.0
Sales,101,18.76,120.0
Sales,101,9.78,111.0
Finance,48,21.43,58.0
Tech,15,20.88,18.0
Finance,62,9.06,68.0
Finance,235,17.27,276.0
Finance,31,1.23,31.0
Finance,256,-5.87,241.0
Finance,158,11.87,177.0
Sales,272,6.75,290.0
Finance,138,1.54,140.0
Tech,132,-6.32,124.0
Sales,217,-9.26,197.0
HR,148,24.99,185.0
HR,229,6.24,243.0
Finance,177,22.69,217.0
Sales,290,-4.53,277.0
Finance,280,13.5,318.0
Sales,255,21.7,310.0
Tech,96,21.61,117.0
Finance,173,-3.26,167.0
Tech,21,-3.07,20.0
Finance,17,15.82,20.0
Sales,124,-2.37,121.0
Finance,253,-9.52,229.0
Tech,41,-0.36,41.0
HR,168,10.48,186.0
Finance,298,1.47,302.0
Finance,69,5.99,73.0
Finance,190,-5.98,179.0
Sales,205,12.76,231.0
Tech,220,24.33,274.0
Finance,81,5.77,86.0
Sales,234,-4.92,222.0
Sales,64,-2.9,62.0
Finance,110,9.52,120.0
HR,217,9.29,237.0
Finance,258,7.64,278.0
HR,160,2.76,164.0
Tech,25,-2.19,24.0
Sales,92,-0.08,92.0
Sales,133,20.11,160.0
Sales,291,16.42,339.0
Sales,268,5.33,282.0
Finance,203,8.02,219.0
Finance,116,13.79,132.0
Sales,113,-8.86,103.0
Finance,285,-6.2,267.0
Sales,145,5.23,153.0
Finance,117,15.95,136.0
Sales,130,8.59,141.0
Tech,165,3.81,171.0
Finance,220,14.54,252.0
Sales,260,19.41,310.0
HR,114,17.14,134.0
Sales,294,11.8,329.0
Sales,29,15.68,34.0
Sales,38,17.95,45.0
HR,142,24.21,176.0
HR,12,15.0,14.0
Tech,242,-7.62,224.0
Finance,16,3.37,17.0
HR,211,24.34,262.0
Finance,143,12.59,161.0
Finance,6,13.88,7.0
Sales,186,23.14,229.0
Sales,271,15.18,312.0
Sales,236,6.35,251.0
Sales,271,1.25,274.0
HR,77,3.43,80.0
Finance,110,-3.8,106.0
Finance,180,22.46,220.0
Tech,282,15.58,326.0
Sales,221,8.28,239.0
HR,204,2.3,209.0
Sales,281,16.94,329.0
HR,199,6.6,212.0
Finance,221,14.7,253.0
HR,294,-1.64,289.0
Tech,52,8.44,56.0
Finance,90,3.09,93.0
Finance,272,-3.02,264.0
Finance,40,6.78,43.0
Finance,16,18.68,19.0
HR,299,6.8,319.0
Sales,161,1.81,164.0
Sales,38,-0.39,38.0
HR,234,20.3,282.0
HR,123,-7.41,114.0
Finance,236,11.3,263.0
HR,119,20.7,144.0
Sales,136,6.33,145.0
Sales,254,22.69,312.0
Tech,127,16.58,148.0
Tech,225,21.72,274.0
Sales,132,-8.44,121.0
HR,151,24.3,188.0
Finance,177,-2.8,172.0
Finance,277,18.61,329.0
Sales,154,-0.88,153.0
Finance,26,6.53,28.0
Tech,16,7.17,17.0
Sales,18,15.29,21.0
Tech,86,7.89,93.0
Finance,124,7.58,133.0
HR,24,-5.39,23.0
Sales,233,20.47,281.0
Sales,146,-8.13,134.0
Finance,149,-8.63,136.0
HR,256,-7.41,237.0
HR,5,2.04,5.0
HR,223,2.42,228.0
HR,117,18.76,139.0
Finance,212,22.21,259.0
Tech,136,6.14,144.0
Finance,197,8.4,214.0
Finance,227,-7.15,211.0
Tech,162,8.3,175.0
Tech,5,-0.57,5.0
Sales,125,13.42,142.0
HR,5,2.85,5.0
Sales,186,4.76,195.0
Sales,166,-2.68,162.0
Finance,61,7.76,66.0
HR,48,-2.36,47.0
Sales,76,-0.0,76.0
HR,72,-0.6,72.0
HR,30,23.07,37.0
Sales,78,19.64,93.0
Sales,97,15.0,112.0
HR,19,21.12,23.0
HR,115,-7.87,106.0
HR,170,11.5,190.0
Sales,93,17.48,109.0
HR,253,23.72,313.0
Sales,135,24.87,169.0
Tech,29,11.18,32.0
Finance,60,21.3,73.0
Sales,82,12.87,93.0
Sales,139,11.36,155.0
Finance,278,16.26,323.0
Tech,212,17.26,249.0
HR,37,-8.17,34.0
HR,64,1.11,65.0
HR,18,-2.18,18.0
Tech,167,9.88,183.0
Tech,278,19.09,331.0
Tech,236,-1.92,231.0
Tech,110,24.71,137.0
Finance,130,14.63,149.0
HR,233,11.55,260.0
Finance,105,16.57,122.0
Finance,298,-1.13,295.0
Sales,184,5.69,194.0
HR,225,-9.93,203.0
HR,160,16.3,186.0
Tech,16,-3.53,15.0
HR,55,8.88,60.0
HR,172,21.19,208.0
Tech,248,0.33,249.0
HR,121,8.0,131.0
Tech,89,-6.0,84.0
Finance,11,15.31,13.0
Tech,75,20.95,91.0
HR,187,19.79,224.0
Finance,129,24.24,160.0
Finance,254,-5.36,240.0
Finance,51,-0.01,51.0
HR,231,15.82,268.0
HR,166,2.07,169.0
HR,259,12.93,292.0
Tech,36,-8.87,33.0
Tech,187,10.88,207.0
HR,71,16.48,83.0
Tech,17,-1.27,17.0
Finance,201,13.75,229.0
Sales,100,15.47,115.0
HR,173,-2.1,169.0
Tech,74,-6.84,69.0
HR,126,8.85,137.0
HR,102,8.51,111.0
Finance,42,-7.49,39.0
HR,214,-9.36,194.0
Finance,121,17.48,142.0
Tech,177,-7.55,164.0
Sales,48,21.82,58.0
Tech,11,-5.76,10.0
Sales,212,-9.74,191.0
Finance,299,11.61,334.0
HR,80,-6.16,75.0
Sales,44,0.94,44.0
Sales,293,22.96,360.0
HR,197,14.54,226.0
Sales,143,23.44,177.0
Sales,199,19.64,238.0
Tech,126,-3.2,122.0
Finance,50,19.29,60.0
Tech,13,21.1,16.0
Tech,83,9.38,91.0
Tech,240,1.53,244.0
Tech,219,10.54,242.0
Finance,149,19.08,177.0
Sales,49,4.6,51.0
Finance,36,-1.59,35.0
HR,41,-2.51,40.0
Finance,134,20.54,162.0
Sales,216,4.92,227.0
Finance,160,-6.63,149.0
HR,99,6.92,106.0
Sales,168,13.18,190.0
Tech,168,6.65,179.0
Sales,180,-2.92,175.0
Tech,89,14.84,102.0
Sales,212,3.05,218.0
Sales,120,15.88,139.0
HR,186,7.12,199.0
HR,283,13.9,322.0
Tech,273,16.84,319.0
HR,192,15.83,222.0
Sales,47,20.26,57.0
Tech,61,5.0,64.0
HR,122,-1.89,120.0
Finance,238,23.19,293.0
Finance,103,-8.9,94.0
Finance,192,-2.72,187.0
Tech,285,-3.65,275.0
Tech,158,-2.46,154.0
Finance,208,10.15,229.0
Tech,101,-5.01,96.0
Sales,221,-6.71,206.0
Tech,157,8.8,171.0
Tech,227,21.77,276.0
HR,183,11.31,204.0
Sales,285,15.32,329.0
Finance,62,0.23,62.0
Finance,16,8.87,17.0
Tech,35,-4.51,33.0
Tech,278,14.06,317.0
Finance,115,19.78,138.0
Tech,176,13.25,199.0
Tech,75,23.16,92.0
Sales,8,22.96,10.0
Sales,299,13.41,339.0
Tech,264,12.92,298.0
Tech,190,-7.5,176.0
Finance,115,-2.71,112.0
HR,59,22.23,72.0
HR,278,13.05,314.0
Sales,55,-4.28,53.0
HR,288,4.53,301.0
HR,125,23.95,155.0
HR,244,-8.75,223.0
Tech,96,21.78,117.0
Finance,69,17.61,81.0
Sales,104,3.16,107.0
Tech,160,-7.43,148.0
Sales,27,1.16,27.0
Finance,223,24.09,277.0
Sales,96,23.78,119.0
Tech,70,8.88,76.0
Finance,289,6.68,308.0
Finance,158,15.93,183.0
HR,248,11.05,275.0
Tech,91,16.95,106.0
Finance,176,19.83,211.0
Finance,255,2.04,260.0
Finance,65,19.98,78.0
Tech,241,9.33,263.0
Finance,42,6.83,45.0
Sales,109,4.47,114.0
Tech,191,4.17,199.0
Tech,88,-4.84,84.0
Tech,274,-5.32,259.0
Finance,132,-8.65,121.0
HR,50,23.05,62.0
Tech,125,17.22,147.0
Finance,173,-5.09,164.0
Finance,184,2.42,188.0
Tech,273,21.23,331.0
Sales,134,17.61,158.0
Finance,158,6.38,168.0
HR,52,-1.81,51.0
HR,240,7.45,258.0
HR,159,21.72,194.0
Finance,183,-7.09,170.0
HR,136,5.98,144.0
Sales,297,8.89,323.0
Finance,239,-6.96,222.0
Tech,274,-2.15,268.0
Sales,122,9.69,134.0
HR,190,22.61,233.0
Tech,82,7.96,89.0
Sales,97,11.82,108.0
HR,156,24.65,194.0
Sales,13,11.68,15.0
Finance,120,21.27,146.0
Sales,204,-1.72,200.0
Finance,62,-6.1,58.0
Sales,174,3.43,180.0
Tech,100,18.5,118.0
HR,14,16.24,16.0
Tech,162,22.54,199.0
Tech,124,4.01,129.0
Tech,185,11.61,206.0
HR,144,19.73,172.0
HR,254,14.7,291.0
Sales,265,-7.51,245.0
Tech,179,0.02,179.0
Finance,31,-1.17,31.0
Tech,162,22.68,199.0
Finance,167,-0.11,167.0
Finance,170,3.4,176.0
Finance,226,23.17,278.0
Finance,134,4.29,140.0
Tech,209,4.93,219.0
Finance,119,-2.83,116.0
HR,77,22.11,94.0
Sales,82,-8.15,75.0
HR,170,-3.22,165.0
Tech,23,21.29,28.0
HR,115,18.14,136.0
Tech,20,-2.23,20.0
Finance,163,6.52,174.0
HR,143,11.04,159.0
HR,102,7.06,109.0
Finance,13,14.77,15.0
Tech,261,19.27,311.0
HR,191,-6.52,179.0
HR,276,1.93,281.0
Tech,46,15.03,53.0
Finance,250,16.91,292.0
Finance,184,12.3,207.0
Sales,204,23.41,252.0
HR,31,14.61,36.0
Finance,22,16.33,26.0
Finance,296,19.44,354.0
Sales,93,1.26,94.0
Sales,160,19.11,191.0
Tech,50,24.19,62.0
Tech,133,15.1,153.0
HR,71,20.07,85.0
Finance,91,-8.34,83.0
Finance,217,-2.14,212.0
Finance,218,19.92,261.0
HR,177,14.77,203.0
Finance,186,15.03,214.0
HR,149,-2.79,145.0
HR,44,-3.51,42.0
HR,277,3.77,287.0
HR,63,15.45,73.0
Tech,187,12.93,211.0
Sales,73,9.27,80.0
Sales,30,5.05,32.0
HR,55,10.46,61.0
Finance,76,-1.04,75.0
Sales,67,16.02,78.0
Sales,223,-3.05,216.0
Tech,235,21.42,285.0
Sales,172,-5.82,162.0
Tech,286,11.91,320.0
Tech,70,15.49,81.0
HR,70,-8.0,64.0
HR,196,4.82,205.0
Finance,103,18.25,122.0
Tech,231,13.76,263.0
Sales,264,16.27,307.0
Sales,298,24.18,370.0
Finance,183,-3.15,177.0
Tech,7,10.25,8.0
Tech,291,5.94,308.0
Finance,282,18.63,335.0
Finance,44,8.28,48.0
Tech,266,8.9,290.0
Finance,213,16.47,248.0
Finance,279,20.84,337.0
Finance,213,-3.92,205.0
Finance,77,-7.78,71.0
Tech,94,19.29,112.0
Sales,56,7.69,60.0
HR,273,7.29,293.0
Sales,118,21.31,143.0
Sales,174,9.9,191.0
HR,221,15.44,255.0
Tech,117,21.82,143.0
Finance,293,1.92,299.0
HR,99,1.42,100.0
HR,69,5.95,73.0
HR,86,23.17,106.0
Finance,222,21.01,269.0
HR,190,10.81,211.0
Sales,226,23.61,279.0
Finance,149,19.94,179.0
Sales,197,17.46,231.0
Sales,160,-5.13,152.0
Finance,179,9.93,197.0
Finance,90,-6.13,84.0
Tech,116,13.29,131.0
Sales,168,-9.28,152.0
Sales,13,7.71,14.0
Sales,117,-1.45,115.0
Finance,288,6.95,308.0
Finance,267,15.75,309.0
Sales,164,18.02,194.0
Finance,43,-0.74,43.0
HR,81,-2.67,79.0
Finance,281,3.3,290.0
Tech,99,23.07,122.0
Sales,51,7.13,55.0
Sales,73,1.38,74.0
Finance,208,11.99,233.0
Tech,115,16.13,134.0
Sales,259,6.42,276.0
Sales,99,23.07,122.0
Tech,69,9.34,75.0
Finance,238,-7.62,220.0
Tech,283,24.59,353.0
Tech,141,-4.98,134.0
HR,277,5.51,292.0
Finance,181,5.47,191.0
Finance,209,16.39,243.0
Finance,113,8.59,123.0
Sales,161,17.39,189.0
Tech,242,-2.14,237.0
Finance,222,8.83,242.0
Finance,206,24.8,257.0
Sales,58,-8.82,53.0
Tech,284,18.82,337.0
Sales,287,-3.29,278.0
Sales,67,4.94,70.0
Sales,53,1.5,54.0
Sales,92,-8.14,85.0
Tech,293,19.23,349.0
Sales,17,0.94,17.0
Finance,50,18.2,59.0
Sales,27,23.59,33.0
HR,292,-4.08,280.0
Finance,243,18.74,289.0
Finance,73,9.75,80.0
Tech,153,5.86,162.0
Sales,88,-5.64,83.0
Sales,276,0.45,277.0
Sales,195,0.28,196.0
Sales,248,9.98,273.0
Sales,222,-0.36,221.0
Tech,5,23.44,6.0
Finance,115,24.61,143.0
Sales,154,-9.97,139.0
Finance,269,23.99,334.0
Finance,141,6.77,151.0
Finance,105,24.26,130.0
HR,163,-2.32,159.0
Sales,61,-5.16,58.0
Sales,269,4.32,281.0
Finance,242,12.54,272.0
Sales,35,-4.17,34.0
HR,269,2.72,276.0
Finance,52,-5.76,49.0
HR,126,20.54,152.0
Finance,246,-9.8,222.0
Finance,207,14.36,237.0
Sales,271,18.22,320.0
Finance,209,-8.48,191.0
HR,197,18.1,233.0
Finance,260,6.13,276.0
Tech,69,17.94,81.0
HR,90,-0.79,89.0
Sales,172,6.12,183.0
Tech,118,17.34,138.0
HR,42,-8.21,39.0
HR,163,-3.82,157.0
HR,25,2.47,26.0
Sales,211,-3.06,205.0
Finance,219,-9.18,199.0
HR,235,-5.74,222.0
Tech,197,23.9,244.0
Tech,259,3.71,269.0
Sales,83,22.7,102.0
HR,229,17.48,269.0
Sales,10,-9.72,9.0
Finance,44,-4.25,42.0
HR,158,10.39,174.0
Finance,124,11.78,139.0
HR,30,24.0,37.0
Finance,36,-6.72,34.0
Sales,11,-5.61,10.0
HR,219,7.36,235.0
Tech,7,-5.98,7.0
Finance,5,20.45,6.0
Finance,137,-9.08,125.0
Finance,219,-0.86,217.0
HR,233,3.74,242.0
Finance,247,4.78,259.0
Finance,22,20.14,26.0
HR,91,13.33,103.0
HR,219,16.24,255.0
Tech,59,-1.27,58.0
Tech,86,13.75,98.0
Finance,210,-7.76,194.0
Finance,59,22.51,72.0
HR,115,18.42,136.0
Sales,37,4.55,39.0
Sales,117,20.56,141.0
Tech,77,8.11,83.0
Finance,43,-9.71,39.0
Finance,196,6.45,209.0
Sales,219,3.18,226.0
Tech,29,16.99,34.0
HR,296,-9.45,268.0
Finance,282,24.83,352.0
Finance,107,8.41,116.0
Finance,103,17.54,121.0
Finance,224,6.58,239.0
Finance,299,-2.55,291.0
Finance,47,14.68,54.0
Sales,69,9.96,76.0
HR,268,17.15,314.0
Finance,135,13.1,153.0
Sales,112,-1.92,110.0
Sales,268,-5.74,253.0
HR,97,-7.05,90.0
Finance,229,11.75,256.0
Sales,163,-5.27,154.0
Finance,238,9.12,260.0
Finance,299,-2.55,291.0
Tech,264,-9.55,239.0
Tech,96,-1.09,95.0
Finance,297,21.34,360.0
Tech,133,-9.91,120.0
Tech,173,8.39,188.0
Tech,232,1.35,235.0
HR,160,9.25,175.0
Sales,180,11.14,200.0
Finance,44,24.39,55.0
HR,199,4.91,209.0
HR,37,8.58,40.0
Finance,173,18.58,205.0
Sales,30,23.27,37.0
Sales,148,13.74,168.0
Tech,162,8.88,176.0
Finance,133,-1.44,131.0
Finance,278,-1.82,273.0
Tech,19,-8.51,17.0
HR,74,18.48,88.0
Tech,216,19.89,259.0
Sales,46,-7.94,42.0
HR,76,24.98,95.0
Sales,14,-5.43,13.0
Sales,218,-4.53,208.0
HR,116,6.73,124.0
HR,283,-6.76,264.0
HR,256,-5.36,242.0
Finance,277,7.21,297.0
Sales,71,3.43,73.0
HR,271,-2.81,263.0
Sales,242,4.62,253.0
HR,264,20.12,317.0
HR,228,24.75,284.0
Tech,179,1.33,181.0
Tech,233,-8.45,213.0
Sales,201,23.43,248.0
Sales,75,-5.01,71.0
Finance,269,3.08,277.0
Sales,48,12.96,54.0
Finance,152,12.46,171.0
HR,150,-1.83,147.0
Sales,38,5.68,40.0
Finance,290,6.4,309.0
Tech,239,-9.54,216.0
HR,177,9.0,193.0
Tech,97,11.48,108.0
HR,78,17.62,92.0
Sales,41,17.64,48.0
Sales,71,2.81,73.0
Sales,97,12.44,109.0
Tech,62,14.07,71.0
HR,211,18.33,250.0
Sales,238,2.99,245.0
HR,252,10.79,279.0
Finance,123,-5.34,116.0
HR,38,10.87,42.0
HR,30,13.01,34.0
Sales,213,-9.05,194.0
Sales,8,5.91,8.0
HR,186,-9.81,168.0
Finance,182,19.05,217.0
Finance,96,6.79,103.0
Sales,171,21.54,208.0
Sales,276,13.4,313.0
Finance,108,-7.7,100.0
Tech,261,0.65,263.0
Sales,35,20.63,42.0
Tech,117,8.22,127.0
Sales,200,7.66,215.0
Finance,154,-7.12,143.0
Finance,117,15.07,135.0
Tech,115,10.71,127.0
Sales,195,11.8,218.0
Sales,105,6.84,112.0
HR,163,2.99,168.0
Tech,136,8.46,148.0
Sales,171,22.52,210.0
Sales,175,21.44,213.0
Sales,156,-8.66,142.0
Tech,97,10.69,107.0
Sales,170,13.65,193.0
Tech,23,21.96,28.0
Tech,277,14.34,317.0
Finance,111,7.9,120.0
Finance,280,22.24,342.0
Tech,63,7.76,68.0
Tech,173,4.58,181.0
Finance,60,7.27,64.0
Finance,173,-7.95,159.0
HR,30,13.43,34.0
Finance,138,18.26,163.0
HR,285,-9.82,257.0
Tech,10,24.67,12.0
HR,249,16.42,290.0
HR,134,-8.6,122.0
Finance,78,-6.19,73.0
Tech,204,-2.35,199.0
Finance,212,-6.9,197.0
HR,36,19.91,43.0
HR,242,21.94,295.0
Sales,282,22.43,345.0
Sales,114,18.36,135.0
HR,296,9.79,325.0
Sales,106,1.79,108.0
Finance,244,21.18,296.0
Tech,244,20.69,294.0
HR,147,-3.81,141.0
Finance,199,-1.15,197.0
Sales,214,-6.92,199.0
Sales,164,15.06,189.0
HR,6,21.37,7.0
HR,149,7.97,161.0
Tech,210,-8.73,192.0
Sales,130,-5.35,123.0
Finance,137,10.02,151.0
Tech,222,1.55,225.0
HR,229,0.89,231.0
Tech,126,-7.49,117.0
Tech,117,16.14,136.0
Sales,67,5.73,71.0
Tech,266,5.21,280.0
HR,79,2.33,81.0
Sales,267,8.16,289.0
HR,20,21.11,24.0
Finance,178,-0.35,177.0
HR,64,11.01,71.0
Sales,276,-3.99,265.0
Finance,266,4.81,279.0
Sales,102,16.67,119.0
HR,82,9.62,90.0
HR,61,11.79,68.0
Finance,218,2.32,223.0
HR,36,8.71,39.0
Tech,38,-4.57,36.0
Tech,251,21.48,305.0
Tech,157,-3.18,152.0
Sales,209,2.95,215.0
Tech,17,8.1,18.0
Tech,239,6.27,254.0
Tech,127,6.3,135.0
Tech,226,12.15,253.0
Sales,66,-5.1,63.0
Finance,122,16.75,142.0
HR,171,13.57,194.0
HR,42,6.24,45.0
Finance,26,16.1,30.0
HR,30,5.75,32.0
Finance,232,10.36,256.0
Tech,111,10.66,123.0
Finance,104,-5.1,99.0
Finance,86,-0.9,85.0
HR,203,19.08,242.0
Finance,129,-2.82,125.0
HR,56,-1.94,55.0
Tech,124,23.3,153.0
Tech,140,22.55,172.0
Finance,225,-1.16,222.0
Finance,148,20.82,179.0
HR,178,21.94,217.0
Finance,273,-0.3,272.0
Sales,174,7.44,187.0
HR,126,-4.29,121.0
Sales,282,11.91,316.0
Finance,17,17.46,20.0
Tech,110,18.11,130.0
Tech,129,-7.43,119.0
Finance,261,22.12,319.0
HR,100,-0.28,100.0
HR,39,18.83,46.0
Finance,212,5.94,225.0
Sales,88,13.48,100.0
Finance,156,24.09,194.0
HR,272,-0.52,271.0
HR,192,-2.55,187.0
HR,132,10.77,146.0
Sales,63,-9.6,57.0
Sales,139,-1.29,137.0
HR,152,21.14,184.0
Sales,115,19.75,138.0
HR,70,24.68,87.0
Sales,259,-5.86,244.0
Finance,184,7.72,198.0
Sales,71,4.7,74.0
Tech,124,-4.54,118.0
Finance,99,10.76,110.0
HR,83,22.8,102.0
HR,292,-6.66,273.0
Finance,63,-1.8,62.0
Tech,191,20.55,230.0
Sales,266,5.59,281.0
Sales,89,21.99,109.0
HR,47,5.09,49.0
Tech,281,21.12,340.0
Tech,165,19.73,198.0
Sales,250,-6.38,234.0
Tech,10,17.08,12.0
Tech,237,24.58,295.0
Tech,186,4.39,194.0
Tech,185,21.3,224.0
Tech,232,14.94,267.0
Sales,35,20.26,42.0
Finance,214,8.77,233.0
Finance,281,10.34,310.0
Tech,289,-7.84,266.0
Sales,112,24.66,140.0
Sales,283,-0.08,283.0
Tech,240,16.03,278.0
HR,274,17.58,322.0
Finance,100,17.7,118.0
Tech,267,5.36,281.0
Finance,278,20.38,335.0
Finance,137,-5.05,130.0
Tech,121,20.66,146.0
Sales,146,1.53,148.0
Sales,46,-9.22,42.0
HR,235,17.99,277.0
Finance,116,4.69,121.0
Finance,253,11.45,282.0
Tech,157,18.72,186.0
Tech,60,2.99,62.0
Finance,158,22.99,194.0
HR,122,19.17,145.0
Sales,47,17.06,55.0
HR,22,20.2,26.0
Tech,253,-9.1,230.0
HR,120,0.7,121.0
Finance,28,6.47,30.0
HR,87,-8.11,80.0
Finance,224,-5.56,212.0
Finance,155,5.4,163.0
Sales,30,-6.75,28.0
Tech,109,19.75,131.0
HR,226,11.01,251.0
Tech,292,2.83,300.0
Finance,94,22.21,115.0
Tech,193,11.33,215.0
Finance,51,10.25,56.0
Finance,115,16.18,134.0
Sales,31,4.09,32.0
HR,18,17.77,21.0
Tech,249,18.28,295.0
Finance,132,-0.23,132.0
Sales,156,-4.24,149.0
Sales,69,4.87,72.0
Tech,227,-2.69,221.0
Tech,17,15.97,20.0
Tech,143,13.75,163.0
Sales,261,13.89,297.0
Finance,143,21.9,174.0
HR,196,23.47,242.0
Tech,36,-2.5,35.0
Tech,188,16.53,219.0
Tech,17,7.83,18.0
Finance,239,4.34,249.0
Finance,165,-6.36,155.0
Tech,33,-1.66,32.0
Finance,122,-5.54,115.0
HR,64,16.46,75.0
Tech,249,18.53,295.0
Finance,36,18.82,43.0
Finance,113,21.58,137.0
Tech,272,1.28,275.0
Tech,48,9.64,53.0
Sales,120,3.61,124.0
Finance,214,-3.96,206.0
Tech,91,-7.89,84.0
Tech,67,13.62,76.0
Tech,129,-4.52,123.0
Finance,68,-3.35,66.0
Sales,220,-3.61,212.0
Sales,244,6.52,260.0
HR,204,-9.06,186.0
HR,76,-3.93,73.0
Finance,140,9.05,153.0
Tech,120,18.94,143.0
Tech,7,16.26,8.0
Finance,234,-1.12,231.0
Finance,193,-8.74,176.0
Sales,69,3.95,72.0
Tech,217,9.17,237.0
Sales,93,-2.79,90.0
Sales,88,19.48,105.0
Tech,260,10.14,286.0
Tech,161,15.62,186.0
HR,55,19.79,66.0
Finance,206,18.09,243.0
HR,84,14.69,96.0
Finance,289,7.8,312.0
Finance,54,-2.65,53.0
Finance,21,1.36,21.0
Sales,299,8.24,324.0
Tech,180,-8.5,165.0
Sales,48,10.93,53.0
HR,195,23.05,240.0
Finance,246,-2.47,240.0
Tech,169,6.76,180.0
Tech,134,-5.48,127.0
Tech,48,-3.02,47.0
Finance,69,9.21,75.0
Finance,160,16.68,187.0
HR,10,1.41,10.0
HR,227,10.49,251.0
Finance,30,24.12,37.0
Finance,58,19.34,69.0
HR,38,14.45,43.0
HR,180,-2.76,175.0
Finance,281,9.06,306.0
Tech,200,23.11,246.0
Tech,29,17.02,34.0
Tech,151,3.67,157.0
HR,152,21.68,185.0
Tech,286,12.88,323.0
HR,18,12.12,20.0
Tech,147,4.17,153.0
Sales,204,13.16,231.0
Sales,272,-7.14,253.0
Sales,148,-8.12,136.0
Sales,279,-5.13,265.0
Tech,237,19.9,284.0
Sales,37,5.72,39.0
Tech,196,24.9,245.0
HR,299,-6.32,280.0
Tech,217,23.55,268.0
Tech,279,6.3,297.0
Finance,184,-4.17,176.0
Finance,160,-2.24,156.0
HR,127,8.17,137.0
Sales,55,20.03,66.0
Tech,201,6.34,214.0
Tech,12,20.21,14.0
Finance,62,0.99,63.0
Sales,193,22.83,237.0
Tech,163,-8.61,149.0
Tech,285,-8.96,259.0
Sales,233,14.01,266.0
Sales,131,-9.63,118.0
Sales,140,13.34,159.0
Finance,164,-1.64,161.0
Sales,229,21.65,279.0
Sales,102,1.4,103.0
HR,260,15.15,299.0
HR,104,20.47,125.0
Sales,28,14.06,32.0
Finance,58,-2.09,57.0
Tech,101,-3.82,97.0
Finance,53,1.98,54.0
Tech,106,-2.62,103.0
Tech,114,1.93,116.0
Sales,291,19.37,347.0
HR,124,-5.38,117.0
Sales,43,24.41,53.0
Tech,34,-7.63,31.0
Sales,38,-3.58,37.0
Sales,148,12.76,167.0
Finance,97,22.87,119.0
Tech,148,-1.93,145.0
Tech,11,14.83,13.0
HR,52,-7.64,48.0
HR,298,21.65,363.0
Sales,232,12.09,260.0
Tech,284,-4.54,271.0
HR,10,-1.69,10.0
Finance,294,23.19,362.0
HR,202,5.55,213.0
Finance,8,6.43,9.0
Finance,219,-2.85,213.0
Sales,170,22.3,208.0
Finance,202,10.44,223.0
HR,224,21.43,272.0
Finance,81,22.12,99.0
Tech,145,19.84,174.0
Finance,24,2.98,25.0
Tech,54,-0.88,54.0
Tech,51,10.22,56.0
HR,73,7.8,79.0
HR,220,10.95,244.0
Finance,55,17.0,64.0
Tech,96,14.87,110.0
Finance,78,0.47,78.0
Finance,246,-9.94,222.0
Sales,207,12.93,234.0
HR,256,24.06,318.0
HR,224,8.65,243.0
HR,77,1.92,78.0
Tech,89,1.29,90.0
Tech,91,5.29,96.0
HR,233,24.07,289.0
Tech,101,17.64,119.0
Finance,267,11.74,298.0
Sales,34,21.76,41.0
Tech,164,4.07,171.0
HR,237,5.97,251.0
Tech,232,15.46,268.0
Sales,247,-5.66,233.0
HR,287,-1.01,284.0
Sales,33,10.97,37.0
Sales,154,11.47,172.0
Finance,203,5.37,214.0
Finance,129,16.25,150.0
HR,215,23.07,265.0
HR,109,17.22,128.0
Tech,176,10.02,194.0
Sales,298,7.42,320.0
Tech,151,-7.76,139.0
Tech,293,2.32,300.0
