department,current_headcount,projected_hiring,projected_attrition,planning_year
Operations,234,64,45,2025
Operations,47,53,34,2026
Marketing,401,24,5,2026
HR,351,27,76,2025
HR,492,87,69,2026
IT,415,7,48,2026
Finance,246,80,72,2025
Sales,95,93,14,2024
Finance,257,4,4,2025
HR,72,35,34,2024
Finance,20,16,23,2024
Sales,299,0,46,2024
HR,165,90,50,2024
Operations,253,43,60,2026
HR,103,63,6,2025
IT,191,6,24,2026
Operations,388,51,34,2026
HR,197,97,36,2024
IT,54,3,74,2025
Operations,90,8,14,2024
IT,265,21,12,2024
IT,286,9,49,2024
Sales,499,68,79,2024
Finance,120,96,36,2024
Sales,384,36,37,2026
IT,449,43,41,2026
Operations,63,92,68,2025
Finance,390,60,16,2024
Marketing,495,43,5,2026
Sales,255,75,34,2025
Marketing,137,45,23,2026
IT,251,80,72,2026
Sales,234,31,38,2025
HR,225,55,24,2026
Marketing,491,76,48,2025
IT,356,36,45,2026
Sales,367,70,66,2025
Finance,438,88,62,2024
Operations,80,43,5,2024
Sales,190,60,31,2026
HR,281,13,8,2026
IT,352,51,48,2024
HR,100,80,69,2025
Marketing,249,57,60,2025
Marketing,394,97,7,2024
Finance,30,87,69,2024
Operations,497,65,10,2024
HR,418,48,18,2024
HR,351,72,24,2025
IT,299,74,41,2026
Sales,260,39,11,2024
Finance,250,66,55,2025
Marketing,190,47,40,2026
HR,98,59,1,2026
Finance,370,22,14,2025
HR,157,84,37,2024
Finance,427,44,64,2025
Sales,403,75,35,2025
IT,432,27,60,2026
Operations,187,31,74,2024
Marketing,428,13,38,2025
Marketing,85,71,3,2024
IT,271,11,7,2025
HR,263,42,44,2024
Finance,119,21,9,2026
Sales,451,0,19,2026
Marketing,37,63,63,2024
Marketing,270,72,71,2024
IT,139,48,41,2025
Sales,59,77,47,2025
Operations,399,32,52,2024
HR,122,97,57,2025
HR,480,82,7,2025
Marketing,416,56,70,2026
Operations,427,20,20,2025
Operations,421,3,52,2024
IT,476,33,8,2024
Finance,217,50,63,2024
HR,443,2,36,2024
IT,29,82,38,2024
Sales,445,85,60,2024
Operations,265,36,1,2025
Sales,299,78,15,2025
Operations,362,20,47,2024
Marketing,418,86,24,2024
Marketing,255,19,57,2026
Sales,231,19,1,2024
HR,350,95,67,2024
Sales,434,14,55,2024
IT,236,76,78,2024
Finance,332,10,26,2025
Marketing,230,59,76,2024
HR,362,42,52,2025
HR,204,42,61,2026
IT,491,8,73,2024
Marketing,184,14,20,2024
IT,464,20,61,2024
Operations,109,51,43,2024
Finance,269,52,55,2025
IT,225,13,62,2025
IT,466,39,16,2025
Operations,363,7,65,2025
Marketing,240,78,56,2026
Finance,405,85,4,2024
Sales,353,49,21,2025
Operations,315,69,9,2025
Marketing,192,5,0,2024
HR,454,8,36,2024
Operations,253,78,18,2025
Sales,452,35,5,2024
IT,52,48,13,2024
Finance,153,53,63,2024
Finance,430,97,10,2024
Operations,47,10,28,2025
Operations,37,80,55,2026
Finance,396,65,34,2024
Operations,362,19,15,2024
Marketing,137,89,12,2025
Operations,410,13,29,2024
Finance,322,18,74,2025
Finance,344,2,52,2026
HR,477,29,74,2024
Finance,224,27,43,2026
Operations,377,15,76,2024
Marketing,173,8,52,2026
Operations,364,7,64,2024
HR,429,46,79,2026
HR,140,18,17,2024
Operations,130,18,58,2025
Sales,396,12,8,2024
Finance,207,9,32,2025
Operations,152,33,11,2024
HR,104,85,67,2025
Sales,145,68,71,2024
Marketing,419,86,36,2024
Sales,417,4,8,2025
Operations,204,10,53,2025
Finance,394,5,79,2024
Sales,378,65,26,2025
Finance,179,60,22,2026
Finance,241,21,68,2026
IT,322,86,66,2025
HR,192,8,69,2025
Sales,157,37,63,2025
Marketing,237,64,21,2026
Operations,406,9,0,2024
Marketing,55,26,31,2024
Marketing,493,46,7,2026
HR,254,75,64,2026
Sales,440,65,38,2024
Marketing,97,75,79,2024
Finance,306,54,54,2026
Finance,78,41,47,2024
Operations,355,49,13,2026
Finance,367,4,51,2026
IT,284,89,19,2024
Finance,290,57,42,2025
Operations,383,40,26,2026
HR,205,88,29,2024
HR,482,64,53,2026
Sales,226,68,33,2026
Finance,100,2,49,2024
Finance,430,10,58,2026
IT,128,42,53,2024
Sales,303,10,10,2026
Finance,435,25,25,2024
Operations,311,45,20,2025
IT,274,48,6,2025
Operations,128,17,5,2024
Sales,494,16,79,2024
Operations,199,0,49,2026
Marketing,129,37,53,2024
IT,246,43,36,2024
Finance,116,76,26,2025
Marketing,334,66,40,2026
Sales,34,87,54,2025
HR,447,12,66,2025
IT,69,68,0,2026
Finance,86,85,71,2025
IT,31,86,32,2024
IT,215,50,76,2024
HR,251,40,30,2024
Operations,315,69,1,2024
HR,491,47,8,2026
Sales,246,27,59,2024
HR,208,97,54,2024
Finance,319,75,20,2025
Sales,201,89,30,2025
Sales,404,1,67,2026
HR,247,65,71,2026
IT,336,23,51,2024
Sales,332,32,61,2026
Finance,178,60,57,2026
Marketing,422,87,50,2024
Operations,326,35,43,2024
IT,386,18,37,2026
Operations,86,19,2,2026
Operations,99,40,10,2024
Marketing,176,23,69,2025
Finance,316,30,10,2025
Operations,258,56,75,2025
Operations,158,6,54,2024
Marketing,258,72,27,2024
HR,338,23,29,2024
IT,188,61,77,2026
Marketing,309,41,73,2026
IT,410,99,21,2025
Marketing,69,49,77,2024
Finance,282,64,65,2024
Operations,485,45,50,2026
IT,350,47,33,2024
Marketing,470,10,25,2024
HR,331,94,1,2025
IT,238,70,18,2024
HR,174,91,20,2025
Sales,430,3,22,2026
Sales,152,44,44,2025
Marketing,168,90,45,2024
Sales,419,39,50,2025
Sales,132,68,41,2026
Finance,314,62,45,2024
Finance,395,95,75,2024
HR,241,2,63,2025
HR,470,52,46,2026
Operations,300,2,19,2025
IT,483,28,54,2025
Marketing,74,98,21,2026
Operations,181,54,18,2025
Sales,61,74,25,2025
Finance,482,3,44,2026
Marketing,424,50,44,2025
Operations,461,96,45,2025
Operations,449,68,2,2024
Finance,277,25,79,2026
Marketing,435,47,0,2026
Operations,150,96,78,2025
Operations,302,37,8,2024
Finance,366,6,30,2024
IT,368,32,59,2026
IT,156,51,42,2026
IT,368,54,25,2025
IT,449,83,76,2024
Operations,304,56,43,2024
IT,271,93,0,2026
IT,255,7,49,2025
Marketing,197,78,22,2025
Finance,460,87,44,2026
Sales,73,7,47,2025
HR,438,64,15,2026
HR,361,44,1,2024
Finance,271,82,19,2026
Sales,369,30,60,2024
Operations,457,93,49,2025
HR,128,40,65,2024
Finance,427,66,21,2026
Marketing,92,61,41,2024
Sales,213,47,36,2024
Marketing,352,85,67,2026
Sales,53,38,5,2025
Operations,141,13,72,2024
Operations,134,69,32,2025
IT,334,0,69,2026
Marketing,487,4,24,2024
Operations,126,34,74,2024
Operations,479,98,5,2024
IT,224,97,57,2024
IT,62,23,79,2024
Sales,173,45,74,2024
Sales,283,92,60,2024
Operations,356,0,65,2024
IT,201,53,9,2026
Finance,495,45,18,2024
Operations,336,40,69,2026
Sales,273,93,18,2025
HR,312,57,9,2024
Operations,257,91,60,2025
Operations,49,62,33,2024
HR,193,69,32,2025
HR,64,65,29,2025
Operations,49,63,21,2026
Sales,292,45,15,2024
Marketing,437,90,71,2025
Sales,357,73,70,2026
HR,448,19,42,2025
Marketing,103,68,63,2024
HR,457,37,38,2025
Finance,331,36,32,2024
IT,307,19,57,2024
Sales,344,84,70,2026
HR,275,21,36,2026
IT,234,64,37,2026
Finance,72,62,3,2026
Finance,108,87,19,2024
Finance,352,91,23,2025
Marketing,484,75,15,2024
Operations,190,51,77,2024
HR,216,17,56,2025
HR,230,75,55,2025
Marketing,215,95,7,2024
Sales,27,2,7,2024
Finance,295,67,9,2026
Finance,198,42,40,2025
Sales,123,17,21,2026
Marketing,283,12,69,2026
Marketing,256,38,19,2025
HR,148,90,6,2026
Sales,198,16,27,2026
Sales,471,65,40,2025
Sales,162,10,42,2025
Sales,190,93,44,2026
IT,264,13,39,2026
IT,82,1,75,2025
Marketing,499,13,71,2024
IT,173,80,21,2024
Finance,275,60,36,2026
Finance,457,29,25,2024
Sales,351,65,18,2026
Marketing,126,40,73,2024
Marketing,73,32,76,2025
Marketing,430,60,65,2026
Finance,424,72,49,2025
IT,479,67,62,2025
IT,146,49,77,2024
IT,481,99,46,2025
Finance,115,67,61,2026
Sales,430,26,74,2026
IT,323,4,36,2026
Finance,126,64,27,2025
IT,31,82,68,2026
Finance,471,95,15,2024
Marketing,380,98,6,2026
Sales,496,25,42,2026
IT,262,34,0,2025
Operations,310,42,15,2026
IT,114,79,14,2025
Operations,383,63,61,2025
IT,449,67,6,2024
Marketing,310,10,2,2025
Sales,310,1,32,2025
HR,37,30,62,2025
Finance,109,16,35,2026
Marketing,194,24,42,2026
Finance,41,15,50,2024
IT,81,67,54,2024
HR,297,77,8,2024
Operations,287,73,18,2025
Finance,139,84,53,2024
Operations,110,23,22,2024
HR,279,8,51,2024
Marketing,185,59,78,2025
Sales,111,17,68,2026
Operations,326,95,70,2025
Operations,318,20,43,2025
Sales,361,45,28,2025
HR,66,74,73,2025
Sales,248,24,10,2024
IT,432,97,0,2026
IT,30,8,18,2025
IT,444,11,15,2024
IT,72,78,33,2025
Finance,94,46,39,2026
HR,488,57,67,2024
Marketing,494,67,49,2026
Sales,393,60,8,2024
Operations,201,80,49,2025
Operations,410,72,7,2026
Finance,204,92,66,2026
Finance,236,54,76,2026
Sales,372,50,71,2026
Operations,96,73,34,2024
Finance,38,34,12,2025
HR,303,61,46,2025
IT,138,74,31,2025
Marketing,274,84,64,2024
Marketing,478,17,30,2026
IT,84,0,72,2026
Marketing,319,64,17,2025
Marketing,341,21,17,2026
Operations,69,19,34,2025
IT,288,70,74,2026
HR,496,37,72,2025
Operations,382,54,6,2024
Finance,349,74,40,2024
IT,400,18,34,2026
IT,135,35,20,2026
Marketing,313,1,24,2025
HR,58,96,39,2024
HR,393,74,17,2025
Sales,498,73,18,2026
Sales,406,60,36,2026
Sales,292,34,18,2026
IT,470,49,3,2025
Sales,369,33,13,2025
Finance,497,3,56,2024
HR,112,72,35,2024
Finance,424,18,49,2025
Marketing,174,53,32,2026
Marketing,300,79,44,2026
IT,334,3,41,2024
HR,36,20,24,2025
Sales,418,27,61,2025
Sales,84,6,46,2024
Operations,344,23,76,2024
Finance,80,38,34,2025
Sales,90,79,75,2026
Finance,419,60,51,2025
Marketing,130,58,46,2024
Sales,223,78,51,2024
IT,187,10,45,2025
Marketing,390,7,74,2025
IT,383,69,66,2026
Sales,462,6,39,2024
Operations,206,30,59,2024
HR,38,77,6,2024
HR,222,74,28,2026
Operations,396,90,72,2024
Finance,498,93,13,2025
Sales,70,80,34,2024
Marketing,290,35,74,2026
IT,34,26,3,2026
HR,448,69,72,2026
HR,83,21,34,2024
IT,274,30,29,2025
HR,466,97,36,2025
Sales,313,50,45,2024
Marketing,303,56,61,2025
Operations,83,4,43,2025
Operations,190,35,55,2026
Marketing,349,59,32,2025
IT,408,83,47,2026
HR,403,48,48,2026
Sales,45,6,19,2024
IT,71,36,4,2025
Marketing,129,25,61,2024
Sales,253,11,57,2024
Sales,181,85,43,2026
IT,497,95,45,2026
Sales,129,92,14,2025
Finance,449,2,38,2026
Marketing,43,9,62,2026
IT,196,5,73,2026
Sales,268,33,25,2025
Operations,63,39,62,2026
Marketing,328,76,60,2025
IT,394,64,38,2026
Sales,445,82,48,2025
Sales,355,10,31,2026
Marketing,43,34,52,2026
Sales,84,13,59,2024
IT,445,0,17,2026
Finance,41,97,0,2025
HR,41,60,42,2026
IT,463,18,75,2026
HR,132,24,57,2025
Sales,65,32,38,2026
Marketing,351,16,2,2026
IT,435,32,53,2025
IT,378,62,32,2025
HR,276,58,23,2024
Sales,96,86,30,2024
Marketing,288,93,33,2025
Marketing,425,81,26,2024
Sales,79,64,21,2026
IT,374,17,6,2026
IT,380,65,76,2025
Sales,217,89,32,2024
HR,299,19,43,2025
Sales,355,71,57,2024
HR,264,6,56,2025
Finance,396,17,54,2024
Finance,426,56,18,2025
Finance,189,40,19,2024
Sales,134,5,47,2026
Finance,295,60,25,2024
Operations,93,75,65,2025
IT,207,81,57,2025
Marketing,408,28,46,2024
Sales,195,94,49,2025
IT,233,86,40,2024
Operations,394,38,33,2024
IT,62,56,60,2025
HR,302,38,29,2025
Operations,29,17,29,2024
HR,58,37,2,2026
Finance,234,45,18,2024
Marketing,399,50,25,2025
Operations,289,16,44,2024
Marketing,90,3,65,2024
Finance,489,21,75,2026
IT,186,79,8,2024
Marketing,288,99,28,2025
Marketing,424,18,65,2024
Marketing,303,95,2,2024
Finance,123,94,65,2026
HR,138,74,11,2024
Marketing,268,44,21,2024
Marketing,110,87,47,2025
HR,100,56,0,2026
Marketing,477,57,2,2026
Finance,87,87,12,2026
Marketing,158,20,9,2026
IT,43,42,26,2026
Operations,434,59,15,2026
Finance,224,4,58,2025
Sales,160,36,11,2024
IT,138,28,59,2026
Marketing,109,4,16,2026
Finance,237,62,79,2025
Operations,132,85,38,2025
HR,124,88,2,2026
IT,110,78,34,2026
Sales,86,58,74,2026
IT,470,12,39,2024
IT,69,38,15,2026
Marketing,330,65,53,2025
Finance,74,61,17,2025
HR,102,9,2,2024
IT,445,81,2,2025
Finance,147,57,43,2026
IT,36,60,20,2025
Sales,186,96,20,2025
Finance,59,37,36,2026
IT,86,13,48,2024
Operations,37,7,63,2025
HR,305,81,74,2025
Sales,491,42,44,2024
Marketing,392,78,16,2024
IT,223,55,64,2026
Operations,251,93,74,2026
Marketing,280,53,72,2024
Operations,323,60,74,2025
Marketing,112,84,13,2026
Finance,32,19,15,2025
Sales,41,95,67,2024
Sales,86,10,1,2025
Operations,430,10,5,2026
Marketing,401,27,8,2024
Finance,145,37,2,2026
Marketing,116,51,50,2025
HR,415,66,28,2024
Marketing,195,20,53,2026
Sales,228,47,3,2024
Operations,112,87,17,2026
Finance,354,9,26,2024
Marketing,145,68,45,2026
IT,270,87,45,2024
Operations,347,69,33,2026
HR,182,70,30,2024
Operations,494,40,77,2026
Finance,225,33,19,2026
HR,125,0,11,2025
Sales,297,89,31,2026
Finance,32,94,3,2026
Marketing,362,81,19,2024
Marketing,110,70,2,2025
IT,220,49,16,2024
Sales,198,57,26,2026
Operations,426,83,45,2026
Finance,376,87,66,2026
Operations,125,9,52,2024
Operations,25,11,66,2026
HR,267,79,71,2025
Finance,451,53,33,2025
Operations,294,21,60,2025
Sales,463,34,52,2025
Operations,105,10,43,2026
Finance,360,51,56,2025
HR,105,49,4,2024
Sales,233,13,76,2024
Marketing,468,7,49,2025
Finance,223,11,34,2025
Operations,59,63,29,2025
Operations,444,81,48,2025
HR,464,56,17,2026
HR,275,62,14,2024
Operations,232,13,58,2026
IT,227,49,14,2025
IT,299,26,9,2025
Sales,377,76,33,2026
Marketing,42,94,59,2025
HR,169,10,45,2026
Sales,194,72,36,2025
Sales,395,12,71,2025
Sales,372,67,27,2024
Finance,32,71,58,2024
HR,254,31,77,2026
IT,290,89,34,2024
IT,165,93,48,2025
Operations,121,32,49,2026
Operations,305,79,5,2026
HR,266,82,39,2024
Operations,488,90,20,2025
Finance,111,1,58,2026
Finance,55,65,64,2025
IT,225,37,10,2024
Operations,110,69,22,2026
Sales,344,9,79,2026
Sales,183,58,11,2025
Marketing,359,74,77,2025
HR,123,17,27,2026
IT,158,20,30,2024
Operations,354,45,15,2024
Marketing,377,27,24,2025
Finance,336,31,34,2026
Operations,427,44,38,2025
Marketing,353,90,72,2025
Marketing,140,24,63,2025
Finance,133,33,11,2024
Sales,62,29,43,2026
HR,443,51,26,2026
IT,112,74,43,2024
Operations,381,40,23,2026
IT,110,49,63,2024
Finance,76,34,72,2025
HR,346,45,18,2024
Finance,392,8,50,2025
HR,447,93,72,2024
Marketing,255,89,18,2025
Sales,220,72,25,2024
Operations,30,50,66,2024
HR,194,21,64,2025
IT,85,49,26,2024
Finance,361,34,56,2024
IT,65,25,65,2026
HR,316,83,39,2024
Operations,460,91,38,2026
Marketing,380,66,79,2026
HR,484,63,45,2024
Finance,428,44,17,2025
Marketing,302,11,15,2026
Marketing,223,6,50,2025
Operations,455,75,73,2025
IT,67,84,72,2024
Operations,234,92,60,2026
Sales,446,68,42,2025
Marketing,266,74,65,2026
Finance,339,73,56,2026
HR,422,30,21,2026
Sales,330,34,66,2026
IT,165,44,46,2024
IT,20,73,4,2024
Sales,160,2,74,2026
HR,334,91,30,2025
HR,309,55,12,2026
Operations,234,3,14,2024
Operations,343,11,60,2026
Operations,389,76,11,2026
Marketing,132,64,54,2025
Finance,28,83,11,2025
HR,228,32,40,2024
Sales,191,56,11,2024
IT,208,21,28,2026
IT,84,4,54,2025
HR,324,83,70,2026
Sales,442,69,73,2026
HR,485,92,2,2025
Marketing,110,61,76,2025
HR,428,2,40,2026
Sales,99,38,52,2026
Marketing,201,5,60,2026
HR,405,57,2,2025
Marketing,73,30,26,2025
IT,334,98,74,2026
Operations,323,69,76,2024
Sales,78,10,75,2026
Operations,144,34,76,2025
Operations,415,65,69,2024
Operations,188,9,49,2025
Finance,157,33,71,2025
IT,205,29,6,2026
IT,268,73,44,2024
Operations,198,57,26,2026
Marketing,411,88,72,2024
IT,43,66,63,2025
Finance,232,39,7,2026
Sales,203,65,42,2024
HR,458,15,12,2025
Finance,267,7,71,2025
Operations,302,93,12,2025
IT,318,19,74,2026
Marketing,240,4,11,2026
Finance,341,23,17,2025
Finance,433,65,14,2026
Marketing,478,27,74,2025
Operations,134,36,17,2026
Sales,187,69,21,2025
Marketing,393,70,52,2025
Operations,95,74,24,2024
Marketing,440,96,24,2024
Finance,106,9,44,2024
Sales,165,43,12,2024
HR,75,14,35,2025
Operations,313,61,22,2026
IT,180,32,40,2026
HR,386,47,74,2024
Finance,79,71,4,2024
HR,257,88,0,2026
Marketing,112,16,32,2024
Operations,381,61,65,2024
Marketing,26,69,32,2026
Operations,101,93,15,2025
Finance,47,7,70,2026
IT,469,88,15,2024
HR,493,90,68,2026
Sales,169,75,59,2026
Sales,400,86,60,2025
Finance,397,5,60,2026
Marketing,271,12,6,2024
IT,199,60,59,2024
Operations,351,82,53,2024
IT,439,33,29,2025
Operations,45,96,25,2024
HR,148,24,77,2024
Marketing,484,46,9,2024
IT,46,57,45,2026
Finance,336,96,3,2024
Finance,422,21,4,2024
Operations,181,0,16,2025
HR,175,33,16,2026
Finance,318,95,25,2025
Sales,419,75,41,2024
Sales,48,74,59,2025
Marketing,89,50,44,2025
Finance,75,7,54,2024
IT,402,53,26,2025
IT,183,82,70,2026
Sales,352,67,56,2025
Marketing,338,83,51,2026
IT,456,6,73,2024
Finance,159,10,39,2025
Operations,417,32,18,2025
HR,247,62,37,2025
Operations,440,78,30,2026
IT,190,78,28,2024
IT,75,6,17,2024
Finance,320,19,52,2024
Finance,223,81,17,2024
Operations,474,24,8,2024
Operations,360,33,1,2024
HR,329,90,9,2025
Marketing,91,22,5,2024
Operations,439,43,77,2025
IT,441,20,44,2025
HR,401,4,24,2024
Marketing,72,75,8,2025
Finance,375,79,26,2026
Sales,339,14,6,2026
Finance,453,60,32,2025
Sales,278,81,12,2025
Operations,461,1,20,2025
Finance,250,8,58,2026
Finance,181,85,52,2026
Finance,203,33,68,2025
Finance,127,6,68,2024
Operations,24,89,74,2025
Marketing,133,70,17,2025
IT,135,98,76,2024
Finance,310,22,4,2024
IT,100,80,70,2024
Marketing,445,20,37,2024
Operations,486,69,7,2025
IT,325,19,66,2025
Sales,303,6,15,2026
Finance,300,77,73,2024
Operations,223,50,75,2024
IT,157,73,8,2025
Finance,124,19,59,2024
Operations,136,95,11,2026
Operations,274,15,69,2025
Sales,43,34,37,2026
HR,268,61,67,2026
Finance,61,1,54,2025
Marketing,359,76,54,2024
HR,462,78,5,2024
IT,224,3,68,2025
Finance,65,18,9,2026
IT,22,19,73,2025
Marketing,333,83,65,2024
IT,366,87,35,2025
Sales,358,86,72,2024
Operations,143,10,10,2025
HR,396,57,48,2024
Sales,313,46,21,2026
Sales,198,58,23,2025
Marketing,492,84,46,2025
Finance,201,21,43,2026
IT,347,65,73,2025
Sales,407,69,72,2025
Marketing,436,20,10,2025
Operations,493,31,22,2024
Operations,166,49,78,2024
Marketing,348,71,19,2024
Finance,129,74,39,2024
IT,196,79,11,2025
Sales,124,1,33,2024
HR,310,14,76,2025
Finance,95,65,21,2026
HR,286,51,11,2024
Operations,216,61,29,2025
Operations,167,20,61,2024
Sales,28,34,11,2026
Sales,420,94,34,2024
Marketing,484,56,60,2024
Marketing,443,75,2,2026
IT,181,11,60,2024
IT,221,48,62,2025
IT,37,56,25,2025
Operations,268,48,9,2025
Finance,255,58,59,2026
Operations,267,61,32,2025
Finance,29,77,22,2025
IT,228,23,30,2026
Finance,246,82,5,2026
Finance,154,2,12,2025
Sales,302,10,40,2024
Operations,273,72,2,2026
Finance,274,60,8,2026
Marketing,212,88,42,2024
Sales,265,20,46,2025
Marketing,454,28,22,2025
Marketing,129,51,63,2025
Finance,356,34,61,2026
Finance,65,9,26,2026
Finance,482,33,52,2024
Marketing,213,6,34,2026
Finance,238,74,27,2025
IT,483,49,19,2025
Operations,296,75,4,2025
IT,490,45,4,2025
IT,58,80,65,2026
Marketing,405,81,28,2024
Marketing,338,21,0,2024
Operations,391,26,46,2026
IT,343,10,32,2025
HR,89,25,24,2026
Sales,409,24,46,2025
HR,64,5,17,2025
Operations,230,60,15,2026
Sales,31,37,20,2025
Marketing,192,58,49,2024
IT,248,35,19,2024
Operations,372,84,66,2025
Operations,106,54,17,2026
Operations,318,90,4,2024
Sales,330,79,43,2026
Finance,441,11,7,2026
Marketing,265,18,46,2025
IT,294,36,30,2025
Finance,28,63,49,2026
IT,60,79,70,2025
IT,244,91,0,2025
Marketing,45,10,72,2026
IT,145,27,24,2025
IT,41,58,49,2025
Operations,350,60,39,2024
Operations,172,93,33,2026
Operations,115,78,52,2024
Sales,50,6,78,2026
Finance,167,46,12,2024
Finance,169,49,32,2024
HR,109,26,41,2026
Operations,158,35,15,2024
Operations,294,13,34,2025
Sales,388,69,72,2025
IT,359,89,62,2024
IT,414,84,36,2025
HR,290,42,69,2025
Marketing,212,66,63,2025
HR,35,35,4,2025
Operations,259,25,52,2024
Marketing,51,49,21,2025
Operations,197,30,13,2026
Finance,265,68,71,2026
HR,386,74,76,2024
Marketing,264,31,72,2025
Marketing,196,27,12,2025
HR,496,30,7,2026
Operations,154,54,44,2025
Marketing,436,99,14,2026
IT,279,81,40,2026
Marketing,200,43,2,2025
Operations,447,87,48,2024
Marketing,299,56,61,2026
Operations,269,4,21,2024
Marketing,96,91,29,2025
IT,182,2,9,2026
HR,285,67,21,2025
Operations,59,14,1,2024
Operations,54,48,36,2026
HR,424,97,53,2024
HR,436,0,50,2026
Operations,128,36,47,2025
Finance,34,22,62,2026
Sales,431,68,69,2024
Finance,305,10,46,2025
IT,240,62,50,2024
Operations,381,1,21,2024
Marketing,452,67,1,2024
HR,96,96,21,2025
IT,166,21,30,2026
IT,119,87,42,2026
Operations,293,24,69,2024
Finance,175,22,4,2026
HR,191,11,69,2026
Operations,341,92,30,2025
HR,47,7,41,2024
Sales,361,83,45,2024
Finance,474,42,48,2026
HR,292,18,0,2026
Sales,477,69,41,2026
Finance,366,74,59,2025
IT,424,32,26,2024
Marketing,188,52,24,2026
IT,152,89,72,2026
Marketing,50,50,64,2024
Operations,438,74,1,2025
Finance,172,41,71,2026
IT,87,87,51,2024
Marketing,198,28,25,2026
Sales,263,58,34,2026
Marketing,313,17,19,2025
HR,301,17,16,2025
Sales,63,17,24,2026
IT,329,46,51,2025
Sales,344,82,2,2025
IT,96,54,17,2026
Sales,194,68,67,2024
Sales,167,36,49,2024
Operations,186,7,74,2026
Sales,320,31,13,2026
Sales,126,78,14,2024
Marketing,455,70,4,2026
Operations,76,23,4,2024
Sales,229,22,11,2025
Operations,367,94,56,2024
Sales,70,54,76,2024
Operations,82,86,25,2025
Marketing,412,19,15,2025
Marketing,457,43,16,2025
IT,64,53,19,2025
Operations,283,56,36,2026
Sales,419,93,37,2025
Marketing,168,72,8,2025
Sales,42,15,24,2024
HR,408,24,16,2024
Finance,21,1,39,2025
IT,223,47,51,2024
Marketing,190,50,68,2025
Marketing,118,41,73,2025
Finance,303,29,5,2024
Sales,173,59,1,2026
Operations,245,23,7,2024
IT,213,42,20,2026
HR,484,91,26,2025
Marketing,117,40,69,2026
Marketing,53,33,42,2024
Operations,208,12,72,2025
Finance,417,81,42,2025
Sales,73,12,50,2026
Operations,498,48,27,2025
HR,69,44,72,2025
Finance,234,78,9,2026
Operations,327,71,71,2026
Sales,193,69,49,2025
Marketing,463,94,78,2024
Finance,71,86,58,2026
HR,410,85,28,2025
Operations,166,66,59,2024
Marketing,274,57,4,2024
IT,442,40,36,2024
Operations,348,32,57,2024
Sales,200,23,38,2024
HR,45,62,73,2024
Marketing,443,42,66,2026
Marketing,102,80,7,2024
HR,45,86,55,2024
Finance,28,12,52,2024
HR,162,86,32,2025
Sales,332,72,38,2025
Marketing,220,3,60,2024
Sales,148,41,6,2024
Operations,239,33,63,2024
Finance,390,40,59,2024
Marketing,322,83,33,2024
Operations,395,94,11,2025
Marketing,363,57,49,2024
Operations,188,6,25,2026
IT,242,81,42,2026
IT,124,56,32,2025
Marketing,396,73,34,2026
Sales,31,76,33,2024
Finance,247,20,2,2024
Finance,116,61,58,2024
HR,344,96,29,2025
Marketing,383,71,17,2024
HR,283,15,6,2024
Marketing,171,18,9,2025
IT,361,93,4,2025
Sales,411,80,23,2024
IT,487,41,10,2025
HR,373,49,14,2024
Sales,407,65,12,2025
HR,366,9,29,2026
Finance,254,2,4,2026
HR,21,53,52,2026
Finance,305,28,77,2026
IT,172,46,61,2025
